질문,골든 답변,생성 답변,정답 chunk_id,LLM 사용 chunk_id,생성 답변 출처,Retriever Top-3,실제 LLM Context chunk,검색 시간(초),답변 생성 시간(초),질문 전체 시간(초)
비공개 또는 공개제한 공간정보를 외주용역으로 처리하려면 사전에 무엇을 해야 하나요?,,"비공개 또는 공개가 제한되는 공간정보의 생산·구축·관리를 위해 외주용역을 하고자 할 경우, 다음 각 호의 보안대책을 마련한 후 공간정보 보안담당관의 사전검토를 받아야 합니다: 1. 계약서에 비밀 준수 및 공간정보 보호 의무와 위반 시 조치사항 명시, 2. 참여인원에 대한 신원확인, 서약집행 및 보안교육, 3. 작업장소를 통제구역 또는 제한구역으로 설정, 4. 용역종료 시 성과물과 제공된 각종 자료 회수, 5. 그 밖에 보안 관리를 위해 필요한 사항.",,공간정보보안업무예규_0025,공간정보보안업무예규 제13조 [공간정보보안업무예규_0025],"1. 공간정보보안업무예규_0025 (공간정보보안업무예규)
2. 공간정보보안업무예규_0026 (공간정보보안업무예규)
3. 공간정보보안업무예규_0035 (공간정보보안업무예규)
4. 공간정보보안업무예규_0027 (공간정보보안업무예규)
5. 공간정보보안업무예규_0036 (공간정보보안업무예규)
6. 보안업무예규_0134 (보안업무예규)
7. 공간정보보안업무예규_0066 (공간정보보안업무예규)
8. 공간정보보안업무예규_0068 (공간정보보안업무예규)
9. 공간정보보안업무예규_0071 (공간정보보안업무예규)
10. 공간정보보안업무예규_0014 (공간정보보안업무예규)","공간정보보안업무예규_0024 (chunk_no=24)
공간정보보안업무예규_0025 (chunk_no=25)
공간정보보안업무예규_0026 (chunk_no=26)
공간정보보안업무예규_0027 (chunk_no=27)
공간정보보안업무예규_0034 (chunk_no=34)
공간정보보안업무예규_0035 (chunk_no=35)
공간정보보안업무예규_0036 (chunk_no=36)
공간정보보안업무예규_0028 (chunk_no=28)
공간정보보안업무예규_0037 (chunk_no=37)
보안업무예규_0133 (chunk_no=133)
보안업무예규_0134 (chunk_no=134)
보안업무예규_0135 (chunk_no=135)
공간정보보안업무예규_0065 (chunk_no=65)
공간정보보안업무예규_0066 (chunk_no=66)
공간정보보안업무예규_0067 (chunk_no=67)
공간정보보안업무예규_0068 (chunk_no=68)
공간정보보안업무예규_0069 (chunk_no=69)
공간정보보안업무예규_0070 (chunk_no=70)
공간정보보안업무예규_0071 (chunk_no=71)
공간정보보안업무예규_0072 (chunk_no=72)
공간정보보안업무예규_0013 (chunk_no=13)
공간정보보안업무예규_0014 (chunk_no=14)
공간정보보안업무예규_0015 (chunk_no=15)",3.825,2.379,6.212
외국인에게 공간정보 관련 업무를 맡길 때 필요한 보안조치는 무엇인가요?,,"외국인에게 공간정보 관련 업무를 맡길 때 필요한 보안조치는 다음과 같습니다:

1. 신원 확인, 신상기록부 작성·유지, 보안교육 및 서약 집행
2. 계약서에 기밀 누설·유출 시 해고 및 손해 배상 책임 명시
3. 비공개 등 중요 공간정보 취급 및 보호구역 출입 차단 대책",,공간정보보안업무예규_0032,공간정보보안업무예규 제16조 [공간정보보안업무예규_0032],"1. 공간정보보안업무예규_0032 (공간정보보안업무예규)
2. 공간정보보안업무예규_0033 (공간정보보안업무예규)
3. 공간정보보안업무예규_0025 (공간정보보안업무예규)
4. 공간정보보안업무예규_0027 (공간정보보안업무예규)
5. 공간정보보안업무예규_0035 (공간정보보안업무예규)
6. 공간정보보안업무예규_0016 (공간정보보안업무예규)
7. 공간정보보안업무예규_0070 (공간정보보안업무예규)
8. 공간정보보안업무예규_0029 (공간정보보안업무예규)
9. 공간정보보안업무예규_0031 (공간정보보안업무예규)
10. 공간정보보안업무예규_0022 (공간정보보안업무예규)","공간정보보안업무예규_0031 (chunk_no=31)
공간정보보안업무예규_0032 (chunk_no=32)
공간정보보안업무예규_0033 (chunk_no=33)
공간정보보안업무예규_0034 (chunk_no=34)
공간정보보안업무예규_0024 (chunk_no=24)
공간정보보안업무예규_0025 (chunk_no=25)
공간정보보안업무예규_0026 (chunk_no=26)
공간정보보안업무예규_0027 (chunk_no=27)
공간정보보안업무예규_0028 (chunk_no=28)
공간정보보안업무예규_0035 (chunk_no=35)
공간정보보안업무예규_0036 (chunk_no=36)
공간정보보안업무예규_0015 (chunk_no=15)
공간정보보안업무예규_0016 (chunk_no=16)
공간정보보안업무예규_0017 (chunk_no=17)
공간정보보안업무예규_0069 (chunk_no=69)
공간정보보안업무예규_0070 (chunk_no=70)
공간정보보안업무예규_0071 (chunk_no=71)
공간정보보안업무예규_0029 (chunk_no=29)
공간정보보안업무예규_0030 (chunk_no=30)
공간정보보안업무예규_0021 (chunk_no=21)
공간정보보안업무예규_0022 (chunk_no=22)
공간정보보안업무예규_0023 (chunk_no=23)",3.827,1.776,5.609
공간정보 보안교육은 얼마나 자주 실시해야 하나요?,,"공간정보 보안담당관은 연 1회 이상 공간정보 보안 교육을 실시해야 하며, 필요 시 수시교육을 실시할 수 있습니다.",,공간정보보안업무예규_0054|공간정보보안업무예규_0056,공간정보보안업무예규 제25조 [공간정보보안업무예규_0054],"1. 공간정보보안업무예규_0054 (공간정보보안업무예규)
2. 공간정보보안업무예규_0056 (공간정보보안업무예규)
3. 공간정보보안업무예규_0055 (공간정보보안업무예규)
4. 공간정보보안업무예규_0050 (공간정보보안업무예규)
5. 보안업무예규_0159 (보안업무예규)
6. 보안업무예규_0021 (보안업무예규)
7. 보안업무예규_0162 (보안업무예규)
8. 공간정보보안업무예규_0008 (공간정보보안업무예규)
9. 공간정보보안업무예규_0053 (공간정보보안업무예규)
10. 공간정보보안업무예규_0051 (공간정보보안업무예규)","공간정보보안업무예규_0053 (chunk_no=53)
공간정보보안업무예규_0054 (chunk_no=54)
공간정보보안업무예규_0055 (chunk_no=55)
공간정보보안업무예규_0056 (chunk_no=56)
공간정보보안업무예규_0057 (chunk_no=57)
공간정보보안업무예규_0049 (chunk_no=49)
공간정보보안업무예규_0050 (chunk_no=50)
공간정보보안업무예규_0051 (chunk_no=51)
보안업무예규_0158 (chunk_no=158)
보안업무예규_0159 (chunk_no=159)
보안업무예규_0160 (chunk_no=160)
보안업무예규_0020 (chunk_no=20)
보안업무예규_0021 (chunk_no=21)
보안업무예규_0022 (chunk_no=22)
보안업무예규_0161 (chunk_no=161)
보안업무예규_0162 (chunk_no=162)
보안업무예규_0163 (chunk_no=163)
공간정보보안업무예규_0007 (chunk_no=7)
공간정보보안업무예규_0008 (chunk_no=8)
공간정보보안업무예규_0009 (chunk_no=9)
공간정보보안업무예규_0052 (chunk_no=52)",3.84,1.231,5.075
공간정보 보안사고 조사가 진행 중일 때 사고 내용을 공개해도 되나요?,,공간정보 보안사고 조사가 진행 중일 때는 관련 내용을 공개하지 않아야 합니다.,,공간정보보안업무예규_0058,공간정보보안업무예규 제26조 [공간정보보안업무예규_0058],"1. 공간정보보안업무예규_0057 (공간정보보안업무예규)
2. 공간정보보안업무예규_0058 (공간정보보안업무예규)
3. 공간정보보안업무예규_0068 (공간정보보안업무예규)
4. 공간정보보안업무예규_0035 (공간정보보안업무예규)
5. 공간정보보안업무예규_0071 (공간정보보안업무예규)
6. 공간정보보안업무예규_0036 (공간정보보안업무예규)
7. 공간정보보안업무예규_0025 (공간정보보안업무예규)
8. 공간정보보안업무예규_0072 (공간정보보안업무예규)
9. 공간정보보안업무예규_0070 (공간정보보안업무예규)
10. 공간정보보안업무예규_0016 (공간정보보안업무예규)","공간정보보안업무예규_0056 (chunk_no=56)
공간정보보안업무예규_0057 (chunk_no=57)
공간정보보안업무예규_0058 (chunk_no=58)
공간정보보안업무예규_0059 (chunk_no=59)
공간정보보안업무예규_0067 (chunk_no=67)
공간정보보안업무예규_0068 (chunk_no=68)
공간정보보안업무예규_0069 (chunk_no=69)
공간정보보안업무예규_0034 (chunk_no=34)
공간정보보안업무예규_0035 (chunk_no=35)
공간정보보안업무예규_0036 (chunk_no=36)
공간정보보안업무예규_0070 (chunk_no=70)
공간정보보안업무예규_0071 (chunk_no=71)
공간정보보안업무예규_0072 (chunk_no=72)
공간정보보안업무예규_0037 (chunk_no=37)
공간정보보안업무예규_0024 (chunk_no=24)
공간정보보안업무예규_0025 (chunk_no=25)
공간정보보안업무예규_0026 (chunk_no=26)
공간정보보안업무예규_0073 (chunk_no=73)
공간정보보안업무예규_0015 (chunk_no=15)
공간정보보안업무예규_0016 (chunk_no=16)
공간정보보안업무예규_0017 (chunk_no=17)",3.771,1.378,5.156
"자격수당과 직무수당, 박사수당을 동시에 받을 수 있나요?",,"자격수당, 직무수당, 박사수당은 서로 중복 지급되지 않으며, 본인에게 유리한 하나의 수당만 지급됩니다.",,급여규정_0007,급여규정 제6조 [급여규정_0007],"1. 급여규정_0007 (급여규정)
2. 급여규정_0018 (급여규정)
3. 급여규정_0138 (급여규정)
4. 인사규정_0181 (인사규정)
5. 급여규정_0134 (급여규정)
6. 급여규정_0060 (급여규정)
7. 승진임용규칙_0037 (승진임용규칙)
8. 급여규정_0003 (급여규정)
9. 급여규정_0027 (급여규정)
10. 급여규정_0015 (급여규정)","급여규정_0006 (chunk_no=6)
급여규정_0007 (chunk_no=7)
급여규정_0008 (chunk_no=8)
급여규정_0017 (chunk_no=17)
급여규정_0018 (chunk_no=18)
급여규정_0019 (chunk_no=19)
급여규정_0137 (chunk_no=137)
급여규정_0138 (chunk_no=138)
급여규정_0139 (chunk_no=139)
인사규정_0180 (chunk_no=180)
인사규정_0181 (chunk_no=181)
인사규정_0182 (chunk_no=182)
급여규정_0133 (chunk_no=133)
급여규정_0134 (chunk_no=134)
급여규정_0135 (chunk_no=135)
급여규정_0059 (chunk_no=59)
급여규정_0060 (chunk_no=60)
급여규정_0061 (chunk_no=61)
승진임용규칙_0036 (chunk_no=36)
승진임용규칙_0037 (chunk_no=37)
승진임용규칙_0038 (chunk_no=38)
급여규정_0002 (chunk_no=2)
급여규정_0003 (chunk_no=3)
급여규정_0004 (chunk_no=4)
급여규정_0026 (chunk_no=26)
급여규정_0027 (chunk_no=27)
급여규정_0028 (chunk_no=28)
급여규정_0014 (chunk_no=14)
급여규정_0015 (chunk_no=15)
급여규정_0016 (chunk_no=16)",3.814,1.451,5.271
5년 이상 근무한 직원이 그달에 15일 이상 근무하고 퇴직하면 해당 월 보수는 어떻게 지급되나요?,,"5년 이상 근무한 직원이 그달에 15일 이상 근무하고 퇴직하는 경우, 해당 월의 기본연봉 월액 전액이 지급됩니다.",,급여규정_0059,급여규정 제29조 [급여규정_0059],"1. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
2. 급여규정_0060 (급여규정)
3. 급여규정_0154 (급여규정)
4. 인사규정_0104 (인사규정)
5. 급여규정_0019 (급여규정)
6. 급여규정_0026 (급여규정)
7. 급여규정_0074 (급여규정)
8. 급여규정_0141 (급여규정)
9. 승진임용규칙_0047 (승진임용규칙)
10. 급여규정_0144 (급여규정)","연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
급여규정_0059 (chunk_no=59)
급여규정_0060 (chunk_no=60)
급여규정_0061 (chunk_no=61)
급여규정_0153 (chunk_no=153)
급여규정_0154 (chunk_no=154)
급여규정_0155 (chunk_no=155)
인사규정_0103 (chunk_no=103)
인사규정_0104 (chunk_no=104)
인사규정_0105 (chunk_no=105)
급여규정_0018 (chunk_no=18)
급여규정_0019 (chunk_no=19)
급여규정_0020 (chunk_no=20)
급여규정_0025 (chunk_no=25)
급여규정_0026 (chunk_no=26)
급여규정_0027 (chunk_no=27)
급여규정_0073 (chunk_no=73)
급여규정_0074 (chunk_no=74)
급여규정_0075 (chunk_no=75)
급여규정_0140 (chunk_no=140)
급여규정_0141 (chunk_no=141)
급여규정_0142 (chunk_no=142)
승진임용규칙_0046 (chunk_no=46)
승진임용규칙_0047 (chunk_no=47)
승진임용규칙_0048 (chunk_no=48)
급여규정_0143 (chunk_no=143)
급여규정_0144 (chunk_no=144)
급여규정_0145 (chunk_no=145)",3.728,1.291,5.024
본직 외에 다른 직을 겸직하면 겸직에 대한 보수를 별도로 받을 수 있나요?,,본직 이외에 겸직한 경우에는 겸직에 대한 보수를 지급하지 않습니다.,,급여규정_0028,급여규정 제12조 [급여규정_0028],"1. 급여규정_0028 (급여규정)
2. 급여규정_0019 (급여규정)
3. 급여규정_0158 (급여규정)
4. 급여규정_0061 (급여규정)
5. 급여규정_0007 (급여규정)
6. 급여규정_0149 (급여규정)
7. 급여규정_0003 (급여규정)
8. 급여규정_0154 (급여규정)
9. 급여규정_0054 (급여규정)
10. 급여규정_0138 (급여규정)","급여규정_0027 (chunk_no=27)
급여규정_0028 (chunk_no=28)
급여규정_0029 (chunk_no=29)
급여규정_0018 (chunk_no=18)
급여규정_0019 (chunk_no=19)
급여규정_0020 (chunk_no=20)
급여규정_0157 (chunk_no=157)
급여규정_0158 (chunk_no=158)
급여규정_0159 (chunk_no=159)
급여규정_0060 (chunk_no=60)
급여규정_0061 (chunk_no=61)
급여규정_0062 (chunk_no=62)
급여규정_0006 (chunk_no=6)
급여규정_0007 (chunk_no=7)
급여규정_0008 (chunk_no=8)
급여규정_0148 (chunk_no=148)
급여규정_0149 (chunk_no=149)
급여규정_0150 (chunk_no=150)
급여규정_0002 (chunk_no=2)
급여규정_0003 (chunk_no=3)
급여규정_0004 (chunk_no=4)
급여규정_0153 (chunk_no=153)
급여규정_0154 (chunk_no=154)
급여규정_0155 (chunk_no=155)
급여규정_0053 (chunk_no=53)
급여규정_0054 (chunk_no=54)
급여규정_0055 (chunk_no=55)
급여규정_0137 (chunk_no=137)
급여규정_0138 (chunk_no=138)
급여규정_0139 (chunk_no=139)",3.816,1.153,4.983
퇴직했던 직원이 다시 임용되면 호봉은 어떻게 정하나요?,,퇴직한 직원이 재임용된 경우에는 퇴직당시의 호봉으로 정해집니다.,,급여규정_0035,급여규정 제16조 [급여규정_0035],"1. 급여규정_0033 (급여규정)
2. 인사규정_0071 (인사규정)
3. 급여규정_0019 (급여규정)
4. 급여규정_0035 (급여규정)
5. 인사규정_0040 (인사규정)
6. 인사규정_0059 (인사규정)
7. 승진임용규칙_0058 (승진임용규칙)
8. 인사규정_0096 (인사규정)
9. 급여규정_0061 (급여규정)
10. 인사규정_0060 (인사규정)","급여규정_0032 (chunk_no=32)
급여규정_0033 (chunk_no=33)
급여규정_0034 (chunk_no=34)
인사규정_0070 (chunk_no=70)
인사규정_0071 (chunk_no=71)
인사규정_0072 (chunk_no=72)
급여규정_0018 (chunk_no=18)
급여규정_0019 (chunk_no=19)
급여규정_0020 (chunk_no=20)
급여규정_0035 (chunk_no=35)
급여규정_0036 (chunk_no=36)
인사규정_0039 (chunk_no=39)
인사규정_0040 (chunk_no=40)
인사규정_0041 (chunk_no=41)
인사규정_0058 (chunk_no=58)
인사규정_0059 (chunk_no=59)
인사규정_0060 (chunk_no=60)
승진임용규칙_0057 (chunk_no=57)
승진임용규칙_0058 (chunk_no=58)
승진임용규칙_0059 (chunk_no=59)
인사규정_0095 (chunk_no=95)
인사규정_0096 (chunk_no=96)
인사규정_0097 (chunk_no=97)
급여규정_0060 (chunk_no=60)
급여규정_0061 (chunk_no=61)
급여규정_0062 (chunk_no=62)
인사규정_0061 (chunk_no=61)",3.629,0.961,4.596
재직기간이 1년 미만인 직원도 퇴직금을 받을 수 있나요?,,재직기간이 1년 미만인 경우에는 퇴직금을 지급하지 않습니다.,,급여규정_0073,급여규정 제34조 [급여규정_0073],"1. 급여규정_0074 (급여규정)
2. 급여규정_0073 (급여규정)
3. 급여규정_0072 (급여규정)
4. 급여규정_0154 (급여규정)
5. 급여규정_0148 (급여규정)
6. 급여규정_0085 (급여규정)
7. 급여규정_0144 (급여규정)
8. 급여규정_0079 (급여규정)
9. 급여규정_0087 (급여규정)
10. 급여규정_0112 (급여규정)","급여규정_0073 (chunk_no=73)
급여규정_0074 (chunk_no=74)
급여규정_0075 (chunk_no=75)
급여규정_0072 (chunk_no=72)
급여규정_0071 (chunk_no=71)
급여규정_0153 (chunk_no=153)
급여규정_0154 (chunk_no=154)
급여규정_0155 (chunk_no=155)
급여규정_0147 (chunk_no=147)
급여규정_0148 (chunk_no=148)
급여규정_0149 (chunk_no=149)
급여규정_0084 (chunk_no=84)
급여규정_0085 (chunk_no=85)
급여규정_0086 (chunk_no=86)
급여규정_0143 (chunk_no=143)
급여규정_0144 (chunk_no=144)
급여규정_0145 (chunk_no=145)
급여규정_0078 (chunk_no=78)
급여규정_0079 (chunk_no=79)
급여규정_0080 (chunk_no=80)
급여규정_0087 (chunk_no=87)
급여규정_0088 (chunk_no=88)
급여규정_0111 (chunk_no=111)
급여규정_0112 (chunk_no=112)
급여규정_0113 (chunk_no=113)",3.658,1.421,5.083
사이버·보안 진단의 날은 언제인가요?,,사이버·보안 진단의 날은 매월 세번째 수요일로 지정되어 있습니다.,,보안업무예규_0021,보안업무예규 제10조 [보안업무예규_0021],"1. 보안업무예규_0021 (보안업무예규)
2. 보안업무예규_0022 (보안업무예규)
3. 보안업무예규_0166 (보안업무예규)
4. 보안업무예규_0167 (보안업무예규)
5. 공간정보보안업무예규_0050 (공간정보보안업무예규)
6. 보안업무예규_0162 (보안업무예규)
7. 공간정보보안업무예규_0057 (공간정보보안업무예규)
8. 보안업무예규_0173 (보안업무예규)
9. 공간정보보안업무예규_0051 (공간정보보안업무예규)
10. 보안업무예규_0172 (보안업무예규)","보안업무예규_0020 (chunk_no=20)
보안업무예규_0021 (chunk_no=21)
보안업무예규_0022 (chunk_no=22)
보안업무예규_0023 (chunk_no=23)
보안업무예규_0165 (chunk_no=165)
보안업무예규_0166 (chunk_no=166)
보안업무예규_0167 (chunk_no=167)
보안업무예규_0168 (chunk_no=168)
공간정보보안업무예규_0049 (chunk_no=49)
공간정보보안업무예규_0050 (chunk_no=50)
공간정보보안업무예규_0051 (chunk_no=51)
보안업무예규_0161 (chunk_no=161)
보안업무예규_0162 (chunk_no=162)
보안업무예규_0163 (chunk_no=163)
공간정보보안업무예규_0056 (chunk_no=56)
공간정보보안업무예규_0057 (chunk_no=57)
공간정보보안업무예규_0058 (chunk_no=58)
보안업무예규_0172 (chunk_no=172)
보안업무예규_0173 (chunk_no=173)
보안업무예규_0174 (chunk_no=174)
공간정보보안업무예규_0052 (chunk_no=52)
보안업무예규_0171 (chunk_no=171)",3.696,1.501,5.202
비밀취급인가증을 분실했을 때 재발급을 받으려면 어떤 서류가 필요한가요?,,"비밀취급인가증을 분실했을 때 재발급을 받으려면 다음의 서류가 필요합니다: 1. 분실(또는 멸실)사유서, 2. 훼손한 경우에는 훼손된 인가증, 3. 사진 2매, 4. 비밀취급인가증 재발급 신청서(별지 제7호서식).",,보안업무예규_0044,보안업무예규 제18조 [보안업무예규_0044],"1. 보안업무예규_0044 (보안업무예규)
2. 보안업무예규_0047 (보안업무예규)
3. 보안업무예규_0046 (보안업무예규)
4. 보안업무예규_0045 (보안업무예규)
5. 보안업무예규_0068 (보안업무예규)
6. 보안업무예규_0066 (보안업무예규)
7. 보안업무예규_0039 (보안업무예규)
8. 보안업무예규_0043 (보안업무예규)
9. 보안업무예규_0041 (보안업무예규)
10. 보안업무예규_0042 (보안업무예규)","보안업무예규_0043 (chunk_no=43)
보안업무예규_0044 (chunk_no=44)
보안업무예규_0045 (chunk_no=45)
보안업무예규_0046 (chunk_no=46)
보안업무예규_0047 (chunk_no=47)
보안업무예규_0048 (chunk_no=48)
보안업무예규_0067 (chunk_no=67)
보안업무예규_0068 (chunk_no=68)
보안업무예규_0069 (chunk_no=69)
보안업무예규_0065 (chunk_no=65)
보안업무예규_0066 (chunk_no=66)
보안업무예규_0038 (chunk_no=38)
보안업무예규_0039 (chunk_no=39)
보안업무예규_0040 (chunk_no=40)
보안업무예규_0042 (chunk_no=42)
보안업무예규_0041 (chunk_no=41)",3.751,1.693,5.449
공무상 비밀을 시설 밖으로 가져가야 할 때 어떤 절차가 필요한가요?,,"공무상 비밀을 시설 밖으로 반출하려면 사전에 사장의 승인을 받아야 하며, 해당 승인은 보안담당관의 전결로 처리할 수 있습니다. 반출 시에는 비밀·대외비 반출승인서를 비밀보관 책임자에게 제출하고, 비밀과 교환하여 반출해야 합니다.",,보안업무예규_0092|보안업무예규_0093|보안업무예규_0094|보안업무예규_0105,"보안업무예규 제34조 [보안업무예규_0092]
보안업무예규 제37조 [보안업무예규_0105]","1. 보안업무예규_0092 (보안업무예규)
2. 보안업무예규_0134 (보안업무예규)
3. 공간정보보안업무예규_0071 (공간정보보안업무예규)
4. 보안업무예규_0094 (보안업무예규)
5. 공간정보보안업무예규_0070 (공간정보보안업무예규)
6. 보안업무예규_0036 (보안업무예규)
7. 보안업무예규_0037 (보안업무예규)
8. 보안업무예규_0041 (보안업무예규)
9. 보안업무예규_0106 (보안업무예규)
10. 공간정보보안업무예규_0068 (공간정보보안업무예규)","보안업무예규_0091 (chunk_no=91)
보안업무예규_0092 (chunk_no=92)
보안업무예규_0093 (chunk_no=93)
보안업무예규_0133 (chunk_no=133)
보안업무예규_0134 (chunk_no=134)
보안업무예규_0135 (chunk_no=135)
공간정보보안업무예규_0070 (chunk_no=70)
공간정보보안업무예규_0071 (chunk_no=71)
공간정보보안업무예규_0072 (chunk_no=72)
보안업무예규_0094 (chunk_no=94)
보안업무예규_0095 (chunk_no=95)
공간정보보안업무예규_0069 (chunk_no=69)
보안업무예규_0035 (chunk_no=35)
보안업무예규_0036 (chunk_no=36)
보안업무예규_0037 (chunk_no=37)
보안업무예규_0038 (chunk_no=38)
보안업무예규_0040 (chunk_no=40)
보안업무예규_0041 (chunk_no=41)
보안업무예규_0042 (chunk_no=42)
보안업무예규_0105 (chunk_no=105)
보안업무예규_0106 (chunk_no=106)
보안업무예규_0107 (chunk_no=107)
공간정보보안업무예규_0067 (chunk_no=67)
공간정보보안업무예규_0068 (chunk_no=68)",3.704,2.208,5.917
사옥의 방화진단과 방화훈련은 얼마나 자주 실시해야 하나요?,,"사옥방호책임자는 분기별로 방화진단을 실시하고, 연 1회 이상 방화훈련을 실시해야 합니다.",,보안업무예규_0115,보안업무예규 제42조 [보안업무예규_0115],"1. 보안업무예규_0115 (보안업무예규)
2. 보안업무예규_0162 (보안업무예규)
3. 보안업무예규_0021 (보안업무예규)
4. 보안업무예규_0163 (보안업무예규)
5. 보안업무예규_0156 (보안업무예규)
6. 공간정보보안업무예규_0050 (공간정보보안업무예규)
7. 공간정보보안업무예규_0054 (공간정보보안업무예규)
8. 공간정보보안업무예규_0045 (공간정보보안업무예규)
9. 보안업무예규_0114 (보안업무예규)
10. 보안업무예규_0159 (보안업무예규)","보안업무예규_0114 (chunk_no=114)
보안업무예규_0115 (chunk_no=115)
보안업무예규_0116 (chunk_no=116)
보안업무예규_0161 (chunk_no=161)
보안업무예규_0162 (chunk_no=162)
보안업무예규_0163 (chunk_no=163)
보안업무예규_0020 (chunk_no=20)
보안업무예규_0021 (chunk_no=21)
보안업무예규_0022 (chunk_no=22)
보안업무예규_0164 (chunk_no=164)
보안업무예규_0155 (chunk_no=155)
보안업무예규_0156 (chunk_no=156)
보안업무예규_0157 (chunk_no=157)
공간정보보안업무예규_0049 (chunk_no=49)
공간정보보안업무예규_0050 (chunk_no=50)
공간정보보안업무예규_0051 (chunk_no=51)
공간정보보안업무예규_0053 (chunk_no=53)
공간정보보안업무예규_0054 (chunk_no=54)
공간정보보안업무예규_0055 (chunk_no=55)
공간정보보안업무예규_0044 (chunk_no=44)
공간정보보안업무예규_0045 (chunk_no=45)
공간정보보안업무예규_0046 (chunk_no=46)
보안업무예규_0113 (chunk_no=113)
보안업무예규_0158 (chunk_no=158)
보안업무예규_0159 (chunk_no=159)
보안업무예규_0160 (chunk_no=160)",3.63,1.174,4.808
비밀을 휴대하고 출장 중 보안사고가 발생하면 가장 먼저 어디에 신고해야 하나요?,,비밀을 휴대하고 출장 중 보안사고가 발생하면 먼저 경찰관서에 신고해야 합니다.,,보안업무예규_0167,보안업무예규 제56조 [보안업무예규_0167],"1. 보안업무예규_0167 (보안업무예규)
2. 공간정보보안업무예규_0071 (공간정보보안업무예규)
3. 보안업무예규_0166 (보안업무예규)
4. 보안업무예규_0064 (보안업무예규)
5. 복무규정_0024 (복무규정)
6. 보안업무예규_0150 (보안업무예규)
7. 보안업무예규_0134 (보안업무예규)
8. 공간정보보안업무예규_0033 (공간정보보안업무예규)
9. 보안업무예규_0169 (보안업무예규)
10. 보안업무예규_0140 (보안업무예규)","보안업무예규_0166 (chunk_no=166)
보안업무예규_0167 (chunk_no=167)
보안업무예규_0168 (chunk_no=168)
공간정보보안업무예규_0070 (chunk_no=70)
공간정보보안업무예규_0071 (chunk_no=71)
공간정보보안업무예규_0072 (chunk_no=72)
보안업무예규_0165 (chunk_no=165)
보안업무예규_0063 (chunk_no=63)
보안업무예규_0064 (chunk_no=64)
보안업무예규_0065 (chunk_no=65)
복무규정_0023 (chunk_no=23)
복무규정_0024 (chunk_no=24)
복무규정_0025 (chunk_no=25)
보안업무예규_0149 (chunk_no=149)
보안업무예규_0150 (chunk_no=150)
보안업무예규_0151 (chunk_no=151)
보안업무예규_0133 (chunk_no=133)
보안업무예규_0134 (chunk_no=134)
보안업무예규_0135 (chunk_no=135)
공간정보보안업무예규_0032 (chunk_no=32)
공간정보보안업무예규_0033 (chunk_no=33)
공간정보보안업무예규_0034 (chunk_no=34)
보안업무예규_0169 (chunk_no=169)
보안업무예규_0170 (chunk_no=170)
보안업무예규_0139 (chunk_no=139)
보안업무예규_0140 (chunk_no=140)
보안업무예규_0141 (chunk_no=141)",3.678,1.017,4.698
직원의 임용일자를 과거로 소급할 수 있나요?,,"직원의 임용일자는 원칙적으로 소급할 수 없습니다. 단, 사망이나 형사사건으로 기소된 경우와 같은 특정 상황에서는 소급임용이 가능합니다.",,인사규정_0026,인사규정 제10조 [인사규정_0026],"1. 인사규정_0026 (인사규정)
2. 인사규정_0071 (인사규정)
3. 인사규정_0059 (인사규정)
4. 인사규정_0062 (인사규정)
5. 인사규정_0040 (인사규정)
6. 인사규정_0097 (인사규정)
7. 승진임용규칙_0030 (승진임용규칙)
8. 인사규정_0096 (인사규정)
9. 인사규정_0155 (인사규정)
10. 인사규정_0061 (인사규정)","인사규정_0025 (chunk_no=25)
인사규정_0026 (chunk_no=26)
인사규정_0027 (chunk_no=27)
인사규정_0070 (chunk_no=70)
인사규정_0071 (chunk_no=71)
인사규정_0072 (chunk_no=72)
인사규정_0058 (chunk_no=58)
인사규정_0059 (chunk_no=59)
인사규정_0060 (chunk_no=60)
인사규정_0061 (chunk_no=61)
인사규정_0062 (chunk_no=62)
인사규정_0063 (chunk_no=63)
인사규정_0039 (chunk_no=39)
인사규정_0040 (chunk_no=40)
인사규정_0041 (chunk_no=41)
인사규정_0096 (chunk_no=96)
인사규정_0097 (chunk_no=97)
인사규정_0098 (chunk_no=98)
승진임용규칙_0029 (chunk_no=29)
승진임용규칙_0030 (chunk_no=30)
승진임용규칙_0031 (chunk_no=31)
인사규정_0095 (chunk_no=95)
인사규정_0154 (chunk_no=154)
인사규정_0155 (chunk_no=155)
인사규정_0156 (chunk_no=156)",3.675,1.18,4.858
