질문,골든 답변,생성 답변,정답 chunk_id,LLM 사용 chunk_id,생성 답변 출처,Retriever Top-3,실제 LLM Context chunk,검색 시간(초),답변 생성 시간(초),질문 전체 시간(초)
"자격수당과 직무수당, 박사수당을 동시에 받을 수 있나요?",,핵심: 원칙적으로는 동시에 지급되지 않습니다. 제6조 제2항에 따라 자격수당·직무수당·박사수당 중 서로 중복되는 경우에는 본인에게 유리한 하나의 수당만 지급합니다. 예외: 별표 4에 따르면 도서·접경지역 현장업무직원에게 지급하는 직무수당은 제6조 제2항에도 불구하고 중복 지급할 수 있다고 명시되어 있어 이 경우에는 자격·박사수당과 함께 직무수당이 지급될 수 있습니다. 참고: 별표 4의 각 수당은 ‘3급 이상 연봉제 대상’ 등 지급대상 제외 규정이 있으므로 본인 해당 여부를 확인해야 합니다.,,급여규정_0007|급여규정_0138,"급여규정 제6조 [급여규정_0007]
급여규정 별표 4 - 제수당 지급기준표 [급여규정_0138]","1. 급여규정_0007 (급여규정)
2. 급여규정_0018 (급여규정)
3. 급여규정_0138 (급여규정)
4. 인사규정_0181 (인사규정)
5. 급여규정_0134 (급여규정)","급여규정_0006 (chunk_no=6)
급여규정_0007 (chunk_no=7)
급여규정_0008 (chunk_no=8)
급여규정_0017 (chunk_no=17)
급여규정_0018 (chunk_no=18)
급여규정_0019 (chunk_no=19)
급여규정_0137 (chunk_no=137)
급여규정_0138 (chunk_no=138)
급여규정_0139 (chunk_no=139)
인사규정_0180 (chunk_no=180)
인사규정_0181 (chunk_no=181)
인사규정_0182 (chunk_no=182)
급여규정_0133 (chunk_no=133)
급여규정_0134 (chunk_no=134)
급여규정_0135 (chunk_no=135)",3.781,15.349,19.133
5년 이상 근무한 직원이 그달에 15일 이상 근무하고 퇴직하면 해당 월 보수는 어떻게 지급되나요?,,"핵심: 5년 이상 근무한 직원이 그달에 15일 이상 근무하고 퇴직하는 경우, 해당 월의 보수는 전액 지급됩니다. (연봉제 직원의 경우에도 그달의 연봉월액 전액을 지급합니다.)",,급여규정_0018|급여규정_0060,"급여규정 제29조 [급여규정_0060]
급여규정 제8조 [급여규정_0018]","1. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
2. 급여규정_0060 (급여규정)
3. 급여규정_0154 (급여규정)
4. 인사규정_0104 (인사규정)
5. 급여규정_0019 (급여규정)","연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
급여규정_0059 (chunk_no=59)
급여규정_0060 (chunk_no=60)
급여규정_0061 (chunk_no=61)
급여규정_0153 (chunk_no=153)
급여규정_0154 (chunk_no=154)
급여규정_0155 (chunk_no=155)
인사규정_0103 (chunk_no=103)
인사규정_0104 (chunk_no=104)
인사규정_0105 (chunk_no=105)
급여규정_0018 (chunk_no=18)
급여규정_0019 (chunk_no=19)
급여규정_0020 (chunk_no=20)",3.731,9.785,13.518
본직 외에 다른 직을 겸직하면 겸직에 대한 보수를 별도로 받을 수 있나요?,,핵심: 아니요. 본직 외에 겸직한 경우에는 겸직에 대한 보수를 지급하지 않습니다. 근거: 관련 규정에 '임직원이 본직 이외에 겸직한 경우에는 겸직에 대한 보수는 지급하지 아니한다.'고 명시되어 있습니다.,,급여규정_0028,급여규정 제12조 [급여규정_0028],"1. 급여규정_0028 (급여규정)
2. 급여규정_0019 (급여규정)
3. 급여규정_0158 (급여규정)
4. 급여규정_0061 (급여규정)
5. 급여규정_0007 (급여규정)","급여규정_0027 (chunk_no=27)
급여규정_0028 (chunk_no=28)
급여규정_0029 (chunk_no=29)
급여규정_0018 (chunk_no=18)
급여규정_0019 (chunk_no=19)
급여규정_0020 (chunk_no=20)
급여규정_0157 (chunk_no=157)
급여규정_0158 (chunk_no=158)
급여규정_0159 (chunk_no=159)
급여규정_0060 (chunk_no=60)
급여규정_0061 (chunk_no=61)
급여규정_0062 (chunk_no=62)
급여규정_0006 (chunk_no=6)
급여규정_0007 (chunk_no=7)
급여규정_0008 (chunk_no=8)",3.598,6.115,9.714
퇴직했던 직원이 다시 임용되면 호봉은 어떻게 정하나요?,,핵심: 퇴직한 직원이 재임용된 경우에는 재임용 시의 호봉을 따로 산정하지 않고 퇴직 당시의 호봉으로 합니다.,,급여규정_0035,급여규정 제16조 [급여규정_0035],"1. 급여규정_0033 (급여규정)
2. 인사규정_0071 (인사규정)
3. 급여규정_0019 (급여규정)
4. 급여규정_0035 (급여규정)
5. 인사규정_0040 (인사규정)","급여규정_0032 (chunk_no=32)
급여규정_0033 (chunk_no=33)
급여규정_0034 (chunk_no=34)
인사규정_0070 (chunk_no=70)
인사규정_0071 (chunk_no=71)
인사규정_0072 (chunk_no=72)
급여규정_0018 (chunk_no=18)
급여규정_0019 (chunk_no=19)
급여규정_0020 (chunk_no=20)
급여규정_0035 (chunk_no=35)
급여규정_0036 (chunk_no=36)
인사규정_0039 (chunk_no=39)
인사규정_0040 (chunk_no=40)
인사규정_0041 (chunk_no=41)",3.426,8.099,11.528
재직기간이 1년 미만인 직원도 퇴직금을 받을 수 있나요?,,핵심: 아니요. 규정에 따르면 연봉제 대상자 및 직원의 재직기간이 1년 미만인 때에는 퇴직금을 지급하지 않습니다. 참고로 재직기간이 1년 이상인 경우에만 퇴직금이 지급됩니다.,,급여규정_0073|급여규정_0072,급여규정 제34조 [급여규정_0073],"1. 급여규정_0074 (급여규정)
2. 급여규정_0073 (급여규정)
3. 급여규정_0072 (급여규정)
4. 급여규정_0154 (급여규정)
5. 급여규정_0148 (급여규정)","급여규정_0073 (chunk_no=73)
급여규정_0074 (chunk_no=74)
급여규정_0075 (chunk_no=75)
급여규정_0072 (chunk_no=72)
급여규정_0071 (chunk_no=71)
급여규정_0153 (chunk_no=153)
급여규정_0154 (chunk_no=154)
급여규정_0155 (chunk_no=155)
급여규정_0147 (chunk_no=147)
급여규정_0148 (chunk_no=148)
급여규정_0149 (chunk_no=149)",3.48,7.48,10.962
사이버·보안 진단의 날은 언제인가요?,,"매월 세번째 수요일입니다. 이날에는 PC진단 프로그램·보안패치 점검, USB 등 보조기억매체 관리현황 점검, 비밀 전수조사, 비밀안전지출·긴급파기계획 점검, 비밀편법분류 실태 점검 등을 시행하며(정보보안담당관 주관) 시행합니다.",,보안업무예규_0021|보안업무예규_0022,보안업무예규 제10조 [보안업무예규_0021],"1. 보안업무예규_0021 (보안업무예규)
2. 보안업무예규_0022 (보안업무예규)
3. 보안업무예규_0166 (보안업무예규)
4. 보안업무예규_0167 (보안업무예규)
5. 공간정보보안업무예규_0050 (공간정보보안업무예규)","보안업무예규_0020 (chunk_no=20)
보안업무예규_0021 (chunk_no=21)
보안업무예규_0022 (chunk_no=22)
보안업무예규_0023 (chunk_no=23)
보안업무예규_0165 (chunk_no=165)
보안업무예규_0166 (chunk_no=166)
보안업무예규_0167 (chunk_no=167)
보안업무예규_0168 (chunk_no=168)
공간정보보안업무예규_0049 (chunk_no=49)
공간정보보안업무예규_0050 (chunk_no=50)
공간정보보안업무예규_0051 (chunk_no=51)",3.456,6.483,9.94
비밀취급인가증을 분실했을 때 재발급을 받으려면 어떤 서류가 필요한가요?,,"핵심 내용: 인가증을 분실·멸실 또는 훼손하여 재발급을 요청할 때에는 다음 서류를 첨부해야 합니다.

1. 분실(또는 멸실)사유서
2. 훼손한 경우에는 훼손된 인가증
3. 사진 2매
4. 비밀취급인가증 재발급 신청서(별지 제7호서식)",,보안업무예규_0044,보안업무예규 제18조 [보안업무예규_0044],"1. 보안업무예규_0044 (보안업무예규)
2. 보안업무예규_0047 (보안업무예규)
3. 보안업무예규_0046 (보안업무예규)
4. 보안업무예규_0045 (보안업무예규)
5. 보안업무예규_0068 (보안업무예규)","보안업무예규_0043 (chunk_no=43)
보안업무예규_0044 (chunk_no=44)
보안업무예규_0045 (chunk_no=45)
보안업무예규_0046 (chunk_no=46)
보안업무예규_0047 (chunk_no=47)
보안업무예규_0048 (chunk_no=48)
보안업무예규_0067 (chunk_no=67)
보안업무예규_0068 (chunk_no=68)
보안업무예규_0069 (chunk_no=69)",3.386,6.707,10.094
공무상 비밀을 시설 밖으로 가져가야 할 때 어떤 절차가 필요한가요?,,"핵심요약: 비밀문서는 원칙적으로 시설 밖으로 반출할 수 없으며, 부득이 반출이 필요한 경우에는 사전 승인 절차를 거쳐야 합니다. 절차(요약):

1) 사전승인: 비밀의 반출은 사장의 사전승인을 받아야 합니다. 다만 승인 권한은 보안담당관의 전결로 처리할 수 있습니다.  
2) 반출서류 제출: 반출하려면 비밀·대외비 반출승인서(별지 제15호서식)를 비밀보관책임자에게 제출하고 비밀과 교환하여 반출합니다.  
3) 승인 요청·날인: 비밀보관책임자는 보안담당관에게 승인 요청을 하고, 반출승인서에는 통제인(보안담당관)의 날인이 있어야 합니다.

추가(외부 민간시설 이용 시): 민간시설을 이용해 비밀을 인쇄·발간·복제하려는 경우에는 보안업무 주관부서를 경유하여 제34조 절차를 따르고(외주 타당성·부수·민간시설 보안대책 등 검토), 보안담당관은 비밀사전통제기록부를 비치·기록·유지해야 합니다.",,보안업무예규_0092|보안업무예규_0093|보안업무예규_0094|보안업무예규_0134|보안업무예규_0135,"보안업무예규 제34조 [보안업무예규_0092]
보안업무예규 제49조 [보안업무예규_0134]","1. 보안업무예규_0092 (보안업무예규)
2. 보안업무예규_0134 (보안업무예규)
3. 공간정보보안업무예규_0071 (공간정보보안업무예규)
4. 보안업무예규_0094 (보안업무예규)
5. 공간정보보안업무예규_0070 (공간정보보안업무예규)","보안업무예규_0091 (chunk_no=91)
보안업무예규_0092 (chunk_no=92)
보안업무예규_0093 (chunk_no=93)
보안업무예규_0133 (chunk_no=133)
보안업무예규_0134 (chunk_no=134)
보안업무예규_0135 (chunk_no=135)
공간정보보안업무예규_0070 (chunk_no=70)
공간정보보안업무예규_0071 (chunk_no=71)
공간정보보안업무예규_0072 (chunk_no=72)
보안업무예규_0094 (chunk_no=94)
보안업무예규_0095 (chunk_no=95)
공간정보보안업무예규_0069 (chunk_no=69)",3.584,17.552,21.14
사옥의 방화진단과 방화훈련은 얼마나 자주 실시해야 하나요?,,"핵심: 사옥방호책임자는 분기별로 방화진단을 실시하고, 방화훈련은 연 1회 이상 실시해야 합니다. 세부사항은 사장이 따로 정합니다.",,보안업무예규_0115|보안업무예규_0116,보안업무예규 제42조 [보안업무예규_0115],"1. 보안업무예규_0115 (보안업무예규)
2. 보안업무예규_0162 (보안업무예규)
3. 보안업무예규_0021 (보안업무예규)
4. 보안업무예규_0163 (보안업무예규)
5. 보안업무예규_0156 (보안업무예규)","보안업무예규_0114 (chunk_no=114)
보안업무예규_0115 (chunk_no=115)
보안업무예규_0116 (chunk_no=116)
보안업무예규_0161 (chunk_no=161)
보안업무예규_0162 (chunk_no=162)
보안업무예규_0163 (chunk_no=163)
보안업무예규_0020 (chunk_no=20)
보안업무예규_0021 (chunk_no=21)
보안업무예규_0022 (chunk_no=22)
보안업무예규_0164 (chunk_no=164)
보안업무예규_0155 (chunk_no=155)
보안업무예규_0156 (chunk_no=156)
보안업무예규_0157 (chunk_no=157)",3.452,5.774,9.232
비밀을 휴대하고 출장 중 보안사고가 발생하면 가장 먼저 어디에 신고해야 하나요?,,"핵심: 비밀을 휴대하고 출장(또는 여행) 중 보안사고가 발생한 경우에는 가장 먼저 경찰관서에 신고하여야 합니다. 평상시에는 사고를 지체 없이 보안담당관에게 보고해야 하나, 출장·여행 중에는 우선 경찰관서에 신고하도록 규정되어 있습니다.",,보안업무예규_0167,보안업무예규 제56조 [보안업무예규_0167],"1. 보안업무예규_0167 (보안업무예규)
2. 공간정보보안업무예규_0071 (공간정보보안업무예규)
3. 보안업무예규_0166 (보안업무예규)
4. 보안업무예규_0064 (보안업무예규)
5. 복무규정_0024 (복무규정)","보안업무예규_0166 (chunk_no=166)
보안업무예규_0167 (chunk_no=167)
보안업무예규_0168 (chunk_no=168)
공간정보보안업무예규_0070 (chunk_no=70)
공간정보보안업무예규_0071 (chunk_no=71)
공간정보보안업무예규_0072 (chunk_no=72)
보안업무예규_0165 (chunk_no=165)
보안업무예규_0063 (chunk_no=63)
보안업무예규_0064 (chunk_no=64)
보안업무예규_0065 (chunk_no=65)
복무규정_0023 (chunk_no=23)
복무규정_0024 (chunk_no=24)
복무규정_0025 (chunk_no=25)",3.454,8.083,11.538
직원의 임용일자를 과거로 소급할 수 있나요?,,"원칙적으로 불가합니다. 제공된 규정에 따르면 직원의 임용일자는 소급할 수 없으며, 예외적으로 다음 두 경우에만 소급이 허용됩니다. 1) 사망한 때: 그 사망일을 임용일자로 하여 면직하거나 사망 전일을 임용일자로 하여 추서할 수 있습니다. 2) 형사사건으로 기소된 때: 그 기소된 날을 임용일자로 하여 직위해제할 수 있습니다. 구체적 상황에 따른 적용 여부는 추가 자료가 필요합니다.",,인사규정_0026,인사규정 제10조 [인사규정_0026],"1. 인사규정_0026 (인사규정)
2. 인사규정_0071 (인사규정)
3. 인사규정_0059 (인사규정)
4. 인사규정_0062 (인사규정)
5. 인사규정_0040 (인사규정)","인사규정_0025 (chunk_no=25)
인사규정_0026 (chunk_no=26)
인사규정_0027 (chunk_no=27)
인사규정_0070 (chunk_no=70)
인사규정_0071 (chunk_no=71)
인사규정_0072 (chunk_no=72)
인사규정_0058 (chunk_no=58)
인사규정_0059 (chunk_no=59)
인사규정_0060 (chunk_no=60)
인사규정_0061 (chunk_no=61)
인사규정_0062 (chunk_no=62)
인사규정_0063 (chunk_no=63)
인사규정_0039 (chunk_no=39)
인사규정_0040 (chunk_no=40)
인사규정_0041 (chunk_no=41)",3.508,11.86,15.371
인사관리나 근로조건에 관한 고충은 어디에 심사를 요청할 수 있나요?,,인사관리나 근로조건 등에 관한 고충은 '고충처리기관' 또는 '고충처리위원회'에 청구하여 심사를 받을 수 있습니다. 임용권자는 그 심사 결과에 따라 고충 해소 등 공정한 처리를 위해 노력해야 합니다. (고충처리의 절차·위원회 구성 등은 「인사사무처리규칙」에 따릅니다.),,인사규정_0113|인사규정_0114,인사규정 제47조 [인사규정_0113],"1. 인사규정_0113 (인사규정)
2. 인사규정_0131 (인사규정)
3. 인사규정_0114 (인사규정)
4. 인사규정_0132 (인사규정)
5. 인사규정_0119 (인사규정)","인사규정_0112 (chunk_no=112)
인사규정_0113 (chunk_no=113)
인사규정_0114 (chunk_no=114)
인사규정_0130 (chunk_no=130)
인사규정_0131 (chunk_no=131)
인사규정_0132 (chunk_no=132)
인사규정_0115 (chunk_no=115)
인사규정_0133 (chunk_no=133)
인사규정_0118 (chunk_no=118)
인사규정_0119 (chunk_no=119)
인사규정_0120 (chunk_no=120)",3.714,8.853,12.569
해고 사실을 30일 전에 예고하지 않으면 어떻게 되나요?,,"핵심: 해고 사실을 30일 전에 예고하지 않으면 회사는 해당 직원에게 30일분 이상의 통상임금을 지급해야 합니다. 다만 제38조는 다음 각 호의 어느 하나에 해당하는 경우에는 예고 의무 및 지급 의무가 적용되지 않는다고 규정하고 있습니다. 1) 천재지변 등으로 공사의 계속적 운영이 불가능한 경우, 4) 직원이 고의로 업무에 막대한 지장을 초래하거나 재산상 손해를 끼친 경우로서 고용노동부령이 정하는 사유에 해당하는 경우, 5) 계속 근로한 기간이 3개월 미만인 경우.",,인사규정_0087,인사규정 제38조 [인사규정_0087],"1. 인사규정_0087 (인사규정)
2. 인사규정_0083 (인사규정)
3. 승진임용규칙_0042 (승진임용규칙)
4. 여비규정_0027 (여비규정)
5. 인사규정_0026 (인사규정)","인사규정_0086 (chunk_no=86)
인사규정_0087 (chunk_no=87)
인사규정_0088 (chunk_no=88)
인사규정_0082 (chunk_no=82)
인사규정_0083 (chunk_no=83)
인사규정_0084 (chunk_no=84)
승진임용규칙_0041 (chunk_no=41)
승진임용규칙_0042 (chunk_no=42)
승진임용규칙_0043 (chunk_no=43)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)
여비규정_0028 (chunk_no=28)
인사규정_0025 (chunk_no=25)
인사규정_0026 (chunk_no=26)
인사규정_0027 (chunk_no=27)",3.692,8.604,12.3
육아휴직은 자녀 한 명당 얼마나 사용할 수 있나요?,,"핵심: 제공된 문서만으로는 육아휴직을 자녀 1인당 얼마 동안 사용할 수 있는지(기간)는 확인하기 어렵습니다. 문서상 확인 가능한 내용은 다음과 같습니다.

- 인사규정(제39조 제2항 제3호)은 ""만 8세 이하 또는 초등학교 2학년 이하의 자녀를 양육하기 위하여"" 휴직을 명할 수 있음을 규정하고 있습니다(육아휴직의 대상 연령 기준). (근거: 인사규정_0090)
- 같은 조항은 해당 휴직을 본인이 원할 경우 분할하여 명할 수 있음을 규정합니다(휴직의 분할 가능성). (근거: 인사규정_0092)
- 여성직원은 출산휴가와 육아휴직을 연계하여 동시에 신청할 수 있다는 규정도 있습니다. (근거: 인사규정_0091)

요청하신 ""자녀 한 명당 사용할 수 있는 기간(예: 몇 개월·몇 년)""에 관해서는 해당 문서들에 기간 기재가 없어 추가 문서(또는 인사·복무 관련 다른 조항)를 확인해야 정확히 답변드릴 수 있습니다. 필요하시면 회사의 관련 규정 원문(육아휴직의 기간을 명시한 조항)이나 인사팀 안내를 확인해 달라고 안내해 드리겠습니다.",,인사규정_0090|인사규정_0092|인사규정_0091,인사규정 제39조 [인사규정_0090],"1. 인사규정_0091 (인사규정)
2. 복무규정_0054 (복무규정)
3. 복무규정_0055 (복무규정)
4. 인사규정_0090 (인사규정)
5. 복무규정_0057 (복무규정)","인사규정_0090 (chunk_no=90)
인사규정_0091 (chunk_no=91)
인사규정_0092 (chunk_no=92)
복무규정_0053 (chunk_no=53)
복무규정_0054 (chunk_no=54)
복무규정_0055 (chunk_no=55)
복무규정_0056 (chunk_no=56)
인사규정_0089 (chunk_no=89)
복무규정_0057 (chunk_no=57)
복무규정_0058 (chunk_no=58)",3.67,16.512,20.186
징계사유가 발생한 뒤 징계를 요구할 수 있는 기간은 얼마나 되나요?,,"핵심: 징계사유가 발생한 날로부터 징계 의결요구의 시효는 원칙적으로 3년입니다. 예외로 금품·향응 수수·공금 횡령·유용·채용비리는 5년, 성폭력·성희롱·성매매는 10년입니다. 다만 검찰·경찰 등 수사기관의 수사로 징계절차를 진행하지 못한 경우에는(수사개시 통보가 있는 경우) 제59조에 따라 감사원 조사나 수사종료 통보를 받은 날부터 1개월이 지난 날에 시효가 끝나는 것으로 봅니다. 또한 법원이 절차상의 흠이나 징계양정 과다 등을 이유로 징계처분을 무효·취소한 경우에는 판결이 확정된 날로부터 3개월 이내에는 다시 징계의결을 요구할 수 있습니다.",,인사규정_0146|인사규정_0147|인사규정_0148|인사규정_0145,"인사규정 제58조 [인사규정_0145]
인사규정 제59조 [인사규정_0146]","1. 인사규정_0146 (인사규정)
2. 인사규정_0147 (인사규정)
3. 인사규정_0148 (인사규정)
4. 인사규정_0121 (인사규정)
5. 인사규정_0120 (인사규정)","인사규정_0145 (chunk_no=145)
인사규정_0146 (chunk_no=146)
인사규정_0147 (chunk_no=147)
인사규정_0148 (chunk_no=148)
인사규정_0149 (chunk_no=149)
인사규정_0120 (chunk_no=120)
인사규정_0121 (chunk_no=121)
인사규정_0122 (chunk_no=122)
인사규정_0119 (chunk_no=119)",3.684,15.015,18.702
지각이나 조퇴가 쌓이면 연차에서 차감되나요?,,"핵심: 예. 지각·조퇴를 연간 합산하여 누계 8시간이 되면 연차휴가 1일로 산정됩니다. 다만, 비상재해·교통사고 등 본인에게 책임이 없는 사유로 인한 지각은 지각으로 보지 않습니다. 또한 지각이 상습적이거나 고의적일 경우에는 인사규정에 따라 징계할 수 있습니다.",,복무규정_0016|복무규정_0015,복무규정 제7조 [복무규정_0015],"1. 복무규정_0016 (복무규정)
2. 복무규정_0035 (복무규정)
3. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
4. 복무규정_0015 (복무규정)
5. 복무규정_0036 (복무규정)","복무규정_0015 (chunk_no=15)
복무규정_0016 (chunk_no=16)
복무규정_0017 (chunk_no=17)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
복무규정_0014 (chunk_no=14)
복무규정_0037 (chunk_no=37)",3.607,8.695,12.304
병가를 며칠 이상 사용하면 진단서가 필요한가요?,,핵심: 병가 일수가 연간 6일을 초과하는 경우 의사의 진단서를 제출해야 합니다. 즉 연간 7일 이상 병가를 사용할 때 진단서가 필요합니다.,,복무규정_0039,복무규정 제17조 [복무규정_0039],"1. 복무규정_0039 (복무규정)
2. 복무규정_0038 (복무규정)
3. 인사규정_0089 (인사규정)
4. 복무규정_0014 (복무규정)
5. 인사규정_0090 (인사규정)","복무규정_0038 (chunk_no=38)
복무규정_0039 (chunk_no=39)
복무규정_0040 (chunk_no=40)
복무규정_0037 (chunk_no=37)
인사규정_0088 (chunk_no=88)
인사규정_0089 (chunk_no=89)
인사규정_0090 (chunk_no=90)
복무규정_0013 (chunk_no=13)
복무규정_0014 (chunk_no=14)
복무규정_0015 (chunk_no=15)
인사규정_0091 (chunk_no=91)",3.69,6.839,10.53
승진하려면 교육훈련시간을 꼭 채워야 하나요?,,"핵심: 원칙적으로 승진하려면 승진에 필요한 교육훈련시간을 충족해야 합니다. 구체적으로는 교육훈련시간 기준과 산정방법이 ""교육이수시간제 운영예규""에 따르며(제10조 제3항), 교육이수시간 산정 대상은 사장이 정하는 과정을 이수한 직원입니다(제10조 제2항). 개인별 산출기준일은 매년 12월 31일입니다(제10조 제1항). 다만 예외 규정이 있어, 사장이 인정하는 1년 이상의 국외파견교육 또는 사장이 인정하는 직무 관련 공공·민간연수기관에서 6개월 이상 교육훈련을 받고 그 후 1년이 지나지 않은 경우에는 해당 직급에서 승진에 필요한 교육훈련시간을 모두 이수한 것으로 봅니다(제10조 제6항). 또한 사내강사의 강의 실적은 해당시간을 교육이수시간으로 인정하고(제10조 제5항), 교수직무로서 강의실적이 2개월 이상인 경우에는 승진에 필요한 교육훈련시간을 모두 이수한 것으로 보되 강의한 시간은 산출에서 제외됩니다(제10조 제7항). 교육훈련시간 산정에 이의가 있으면 기관별 인사업무 담당부서장에게 이의를 제기할 수 있고, 필요한 경우 재산정을 실시합니다(제10조 제4항).",,승진임용규칙_0034|승진임용규칙_0033|승진임용규칙_0032|승진임용규칙_0037|승진임용규칙_0036|승진임용규칙_0038|승진임용규칙_0035,승진임용규칙 제10조 [승진임용규칙_0036],"1. 승진임용규칙_0037 (승진임용규칙)
2. 승진임용규칙_0038 (승진임용규칙)
3. 승진임용규칙_0034 (승진임용규칙)
4. 승진임용규칙_0036 (승진임용규칙)
5. 승진임용규칙_0033 (승진임용규칙)","승진임용규칙_0036 (chunk_no=36)
승진임용규칙_0037 (chunk_no=37)
승진임용규칙_0038 (chunk_no=38)
승진임용규칙_0039 (chunk_no=39)
승진임용규칙_0033 (chunk_no=33)
승진임용규칙_0034 (chunk_no=34)
승진임용규칙_0035 (chunk_no=35)
승진임용규칙_0032 (chunk_no=32)",3.556,15.902,19.459
승진후보자 점수가 같으면 누가 우선순위가 되나요?,,"핵심: 평정점수가 동일한 경우에는 역량평가점수 또는 근무성적평정 점수가 우수한 자를 우선하고, 그 다음으로는 해당 직급에서 장기 근무한 자를 선순위로 합니다. 다만 예외로 국토정보직의 경우 별도 규정이 적용됩니다. 국토정보직 3급 승진시험의 동점자는 논술시험 점수 상위자 → 최근 1년간 근무성적평정 점수 상위자 순으로 결정되며, 국토정보직 4급 동점자는 근무성적평정 점수 상위자 순으로 결정됩니다.",,승진임용규칙_0052|승진임용규칙_0019|승진임용규칙_0013,"승진임용규칙 제18조 [승진임용규칙_0052]
승진임용규칙 제5조 [승진임용규칙_0019]
승진임용규칙 제4조 [승진임용규칙_0013]","1. 승진임용규칙_0052 (승진임용규칙)
2. 승진임용규칙_0019 (승진임용규칙)
3. 승진임용규칙_0013 (승진임용규칙)
4. 인사규정_0044 (인사규정)
5. 인사규정_0043 (인사규정)","승진임용규칙_0051 (chunk_no=51)
승진임용규칙_0052 (chunk_no=52)
승진임용규칙_0053 (chunk_no=53)
승진임용규칙_0018 (chunk_no=18)
승진임용규칙_0019 (chunk_no=19)
승진임용규칙_0020 (chunk_no=20)
승진임용규칙_0012 (chunk_no=12)
승진임용규칙_0013 (chunk_no=13)
승진임용규칙_0014 (chunk_no=14)
인사규정_0043 (chunk_no=43)
인사규정_0044 (chunk_no=44)
인사규정_0045 (chunk_no=45)
인사규정_0042 (chunk_no=42)",3.684,12.603,16.29
출장을 다녀온 뒤 여비 정산은 언제까지 해야 하나요?,,"핵심: 출장자는 여행을 마친 날의 다음날부터 기산하여 1주일 이내에 운임·숙박비의 세부 사용내용을 확인할 수 있는 증빙서류를 갖추어 회계 관련 직원에게 운임과 숙박비 정산을 신청해야 합니다. 단, 제6조 단서의 특별한 사유나 정산업무의 효율적 처리를 위해 따로 정한 사항이 있는 경우 예외가 있을 수 있습니다.",,여비규정_0008|여비규정_0009,여비규정 제6조 [여비규정_0008],"1. 여비규정_0008 (여비규정)
2. 여비규정_0019 (여비규정)
3. 여비규정_0005 (여비규정)
4. 여비규정_0026 (여비규정)
5. 여비규정_0007 (여비규정)","여비규정_0007 (chunk_no=7)
여비규정_0008 (chunk_no=8)
여비규정_0009 (chunk_no=9)
여비규정_0018 (chunk_no=18)
여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0025 (chunk_no=25)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)",3.529,10.166,13.706
하루만 출장 가는 경우 출장비는 얼마인가요?,,"핵심: 1일 출장의 경우 20,000원을 지급합니다. 다만 ‘지적측량 업무규정 시행규칙’ 제3조에 따른 현장업무 외의 사유로 공사차량 및 임차차량을 이용하는 경우에는 10,000원을 감액하여 10,000원을 지급합니다.",,여비규정_0021,여비규정 제12조 [여비규정_0021],"1. 여비규정_0020 (여비규정)
2. 여비규정_0005 (여비규정)
3. 여비규정_0019 (여비규정)
4. 여비규정_0034 (여비규정)
5. 여비규정_0021 (여비규정)","여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0021 (chunk_no=21)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0018 (chunk_no=18)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0022 (chunk_no=22)",3.416,7.631,11.051
