질문,골든 답변,생성 답변,정답 chunk_id,LLM 사용 chunk_id,생성 답변 출처,Retriever Top-3,실제 LLM Context chunk,검색 시간(초),답변 생성 시간(초),질문 전체 시간(초)
공간정보 보안교육은 얼마나 자주 실시해야 하나요?,,"핵심: 연 1회 이상 실시해야 합니다.

공간정보 보안담당관은 공간정보업무 취급자를 대상으로 연 1회 이상 보안교육을 실시해야 하며, 보안교육계획을 수립하고 필요시 수시교육을 병행할 수 있습니다. 또한 자체 교안을 작성·활용하여 교육의 효율성을 높이고, 필요하면 주무부장관에게 전문 인력 및 자료 지원을 요청할 수 있습니다.",,공간정보보안업무예규_0056|공간정보보안업무예규_0054|공간정보보안업무예규_0055,공간정보보안업무예규 제25조 [공간정보보안업무예규_0054],"1. 공간정보보안업무예규_0054 (공간정보보안업무예규)
2. 공간정보보안업무예규_0056 (공간정보보안업무예규)
3. 공간정보보안업무예규_0055 (공간정보보안업무예규)
4. 공간정보보안업무예규_0050 (공간정보보안업무예규)
5. 보안업무예규_0159 (보안업무예규)
6. 보안업무예규_0021 (보안업무예규)","공간정보보안업무예규_0053 (chunk_no=53)
공간정보보안업무예규_0054 (chunk_no=54)
공간정보보안업무예규_0055 (chunk_no=55)
공간정보보안업무예규_0056 (chunk_no=56)
공간정보보안업무예규_0057 (chunk_no=57)
공간정보보안업무예규_0049 (chunk_no=49)
공간정보보안업무예규_0050 (chunk_no=50)
공간정보보안업무예규_0051 (chunk_no=51)
보안업무예규_0158 (chunk_no=158)
보안업무예규_0159 (chunk_no=159)
보안업무예규_0160 (chunk_no=160)
보안업무예규_0020 (chunk_no=20)
보안업무예규_0021 (chunk_no=21)
보안업무예규_0022 (chunk_no=22)",4.985,15.02,20.008
공간정보 보안사고 조사가 진행 중일 때 사고 내용을 공개해도 되나요?,,핵심: 아닙니다. 공간정보 보안사고에 대해서는 조사 완료 시까지 관련 내용을 공개해서는 안 됩니다. 근거: 제26조 제2항에 따르면 공간정보 보안담당관은 제1항의 보안사고에 대한 조사에 성실히 협조하고 조사가 끝날 때까지 관련 내용을 공개하지 아니한다고 규정되어 있습니다. 참고로 제26조 제1항에는 특정 보안사고의 보고대상(주무부장관 보고)이 규정되어 있어 내부·공식 보고 절차가 있음을 유의하세요.,,공간정보보안업무예규_0058|공간정보보안업무예규_0057,공간정보보안업무예규 제26조 [공간정보보안업무예규_0057],"1. 공간정보보안업무예규_0057 (공간정보보안업무예규)
2. 공간정보보안업무예규_0058 (공간정보보안업무예규)
3. 공간정보보안업무예규_0068 (공간정보보안업무예규)
4. 공간정보보안업무예규_0035 (공간정보보안업무예규)
5. 공간정보보안업무예규_0071 (공간정보보안업무예규)
6. 공간정보보안업무예규_0036 (공간정보보안업무예규)","공간정보보안업무예규_0056 (chunk_no=56)
공간정보보안업무예규_0057 (chunk_no=57)
공간정보보안업무예규_0058 (chunk_no=58)
공간정보보안업무예규_0059 (chunk_no=59)
공간정보보안업무예규_0067 (chunk_no=67)
공간정보보안업무예규_0068 (chunk_no=68)
공간정보보안업무예규_0069 (chunk_no=69)
공간정보보안업무예규_0034 (chunk_no=34)
공간정보보안업무예규_0035 (chunk_no=35)
공간정보보안업무예규_0036 (chunk_no=36)
공간정보보안업무예규_0070 (chunk_no=70)
공간정보보안업무예규_0071 (chunk_no=71)
공간정보보안업무예규_0072 (chunk_no=72)
공간정보보안업무예규_0037 (chunk_no=37)",3.352,8.32,11.673
"자격수당과 직무수당, 박사수당을 동시에 받을 수 있나요?",,"핵심: 원칙적으로 자격수당·직무수당·박사수당이 서로 중복되는 경우에는 본인에게 유리한 하나의 수당만 지급됩니다. 다만, 별표 4에 따르면 도서·접경지역 현장업무직원에게 지급하는 직무수당은 제6조제2항의 중복제한에도 불구하고 중복 지급할 수 있다는 예외가 있습니다. 또한 각 수당은 ‘3급 이상 연봉제 대상 제외’ 등 지급대상 제한이 있으므로 개인의 지급 대상 여부는 별도로 확인해야 하며, 개인별 적용 여부는 제공된 문서만으로는 확인하기 어렵습니다.",,급여규정_0007|급여규정_0138,"급여규정 제6조 [급여규정_0007]
급여규정 별표 4 - 제수당 지급기준표 [급여규정_0138]","1. 급여규정_0007 (급여규정)
2. 급여규정_0018 (급여규정)
3. 급여규정_0138 (급여규정)
4. 인사규정_0181 (인사규정)
5. 급여규정_0134 (급여규정)
6. 급여규정_0060 (급여규정)","급여규정_0006 (chunk_no=6)
급여규정_0007 (chunk_no=7)
급여규정_0008 (chunk_no=8)
급여규정_0017 (chunk_no=17)
급여규정_0018 (chunk_no=18)
급여규정_0019 (chunk_no=19)
급여규정_0137 (chunk_no=137)
급여규정_0138 (chunk_no=138)
급여규정_0139 (chunk_no=139)
인사규정_0180 (chunk_no=180)
인사규정_0181 (chunk_no=181)
인사규정_0182 (chunk_no=182)
급여규정_0133 (chunk_no=133)
급여규정_0134 (chunk_no=134)
급여규정_0135 (chunk_no=135)
급여규정_0059 (chunk_no=59)
급여규정_0060 (chunk_no=60)
급여규정_0061 (chunk_no=61)",3.258,17.431,20.692
5년 이상 근무한 직원이 그달에 15일 이상 근무하고 퇴직하면 해당 월 보수는 어떻게 지급되나요?,,"핵심: 해당 월분을 전액 지급합니다. 근거: 급여규정 제3장 보수계산 및 지급방법 제8조 제5항 제1호에 따라, 5년 이상 근무하고 그달에 15일 이상 근무한 후 퇴직한 경우에는 해당월분 전액을 지급합니다.",,급여규정_0018,급여규정 제8조 [급여규정_0018],"1. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
2. 급여규정_0060 (급여규정)
3. 급여규정_0154 (급여규정)
4. 인사규정_0104 (인사규정)
5. 급여규정_0019 (급여규정)
6. 급여규정_0026 (급여규정)","연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
급여규정_0059 (chunk_no=59)
급여규정_0060 (chunk_no=60)
급여규정_0061 (chunk_no=61)
급여규정_0153 (chunk_no=153)
급여규정_0154 (chunk_no=154)
급여규정_0155 (chunk_no=155)
인사규정_0103 (chunk_no=103)
인사규정_0104 (chunk_no=104)
인사규정_0105 (chunk_no=105)
급여규정_0018 (chunk_no=18)
급여규정_0019 (chunk_no=19)
급여규정_0020 (chunk_no=20)
급여규정_0025 (chunk_no=25)
급여규정_0026 (chunk_no=26)
급여규정_0027 (chunk_no=27)",3.274,12.084,15.36
본직 외에 다른 직을 겸직하면 겸직에 대한 보수를 별도로 받을 수 있나요?,,"간결히 말씀드리면, 아니요. 제공된 규정에 따르면 임직원이 본직 이외에 겸직한 경우에는 겸직에 대한 보수를 지급하지 않습니다.",,급여규정_0028,급여규정 제12조 [급여규정_0028],"1. 급여규정_0028 (급여규정)
2. 급여규정_0019 (급여규정)
3. 급여규정_0158 (급여규정)
4. 급여규정_0061 (급여규정)
5. 급여규정_0007 (급여규정)
6. 급여규정_0149 (급여규정)","급여규정_0027 (chunk_no=27)
급여규정_0028 (chunk_no=28)
급여규정_0029 (chunk_no=29)
급여규정_0018 (chunk_no=18)
급여규정_0019 (chunk_no=19)
급여규정_0020 (chunk_no=20)
급여규정_0157 (chunk_no=157)
급여규정_0158 (chunk_no=158)
급여규정_0159 (chunk_no=159)
급여규정_0060 (chunk_no=60)
급여규정_0061 (chunk_no=61)
급여규정_0062 (chunk_no=62)
급여규정_0006 (chunk_no=6)
급여규정_0007 (chunk_no=7)
급여규정_0008 (chunk_no=8)
급여규정_0148 (chunk_no=148)
급여규정_0149 (chunk_no=149)
급여규정_0150 (chunk_no=150)",3.305,5.667,8.975
퇴직했던 직원이 다시 임용되면 호봉은 어떻게 정하나요?,,퇴직한 직원이 재임용된 경우 재임용 후의 호봉은 퇴직 당시의 호봉으로 합니다.,,급여규정_0035,급여규정 제16조 [급여규정_0035],"1. 급여규정_0033 (급여규정)
2. 인사규정_0071 (인사규정)
3. 급여규정_0019 (급여규정)
4. 급여규정_0035 (급여규정)
5. 인사규정_0040 (인사규정)
6. 인사규정_0059 (인사규정)","급여규정_0032 (chunk_no=32)
급여규정_0033 (chunk_no=33)
급여규정_0034 (chunk_no=34)
인사규정_0070 (chunk_no=70)
인사규정_0071 (chunk_no=71)
인사규정_0072 (chunk_no=72)
급여규정_0018 (chunk_no=18)
급여규정_0019 (chunk_no=19)
급여규정_0020 (chunk_no=20)
급여규정_0035 (chunk_no=35)
급여규정_0036 (chunk_no=36)
인사규정_0039 (chunk_no=39)
인사규정_0040 (chunk_no=40)
인사규정_0041 (chunk_no=41)
인사규정_0058 (chunk_no=58)
인사규정_0059 (chunk_no=59)
인사규정_0060 (chunk_no=60)",3.355,6.984,10.342
재직기간이 1년 미만인 직원도 퇴직금을 받을 수 있나요?,,핵심: 재직기간이 1년 미만인 연봉제 대상자 및 직원에게는 퇴직금이 지급되지 않습니다.,,급여규정_0073,급여규정 제34조 [급여규정_0073],"1. 급여규정_0074 (급여규정)
2. 급여규정_0073 (급여규정)
3. 급여규정_0072 (급여규정)
4. 급여규정_0154 (급여규정)
5. 급여규정_0148 (급여규정)
6. 급여규정_0085 (급여규정)","급여규정_0073 (chunk_no=73)
급여규정_0074 (chunk_no=74)
급여규정_0075 (chunk_no=75)
급여규정_0072 (chunk_no=72)
급여규정_0071 (chunk_no=71)
급여규정_0153 (chunk_no=153)
급여규정_0154 (chunk_no=154)
급여규정_0155 (chunk_no=155)
급여규정_0147 (chunk_no=147)
급여규정_0148 (chunk_no=148)
급여규정_0149 (chunk_no=149)
급여규정_0084 (chunk_no=84)
급여규정_0085 (chunk_no=85)
급여규정_0086 (chunk_no=86)",3.302,9.712,13.016
사이버·보안 진단의 날은 언제인가요?,,핵심: 사이버·보안 진단의 날은 매월 세번째 수요일입니다.,,보안업무예규_0021,보안업무예규 제10조 [보안업무예규_0021],"1. 보안업무예규_0021 (보안업무예규)
2. 보안업무예규_0022 (보안업무예규)
3. 보안업무예규_0166 (보안업무예규)
4. 보안업무예규_0167 (보안업무예규)
5. 공간정보보안업무예규_0050 (공간정보보안업무예규)
6. 보안업무예규_0162 (보안업무예규)","보안업무예규_0020 (chunk_no=20)
보안업무예규_0021 (chunk_no=21)
보안업무예규_0022 (chunk_no=22)
보안업무예규_0023 (chunk_no=23)
보안업무예규_0165 (chunk_no=165)
보안업무예규_0166 (chunk_no=166)
보안업무예규_0167 (chunk_no=167)
보안업무예규_0168 (chunk_no=168)
공간정보보안업무예규_0049 (chunk_no=49)
공간정보보안업무예규_0050 (chunk_no=50)
공간정보보안업무예규_0051 (chunk_no=51)
보안업무예규_0161 (chunk_no=161)
보안업무예규_0162 (chunk_no=162)
보안업무예규_0163 (chunk_no=163)",3.27,5.202,8.474
비밀취급인가증을 분실했을 때 재발급을 받으려면 어떤 서류가 필요한가요?,,"핵심: 분실로 재발급을 요청할 때는 분실(또는 멸실)사유서, 사진 2매, 비밀취급인가증 재발급 신청서(별지 제7호서식)를 제출해야 합니다.

필수 서류
- 분실(또는 멸실)사유서
- 사진 2매
- 비밀취급인가증 재발급 신청서(별지 제7호서식)

참고: 인가증이 훼손된 경우에는 훼손된 인가증도 제출해야 합니다.",,보안업무예규_0044,보안업무예규 제18조 [보안업무예규_0044],"1. 보안업무예규_0044 (보안업무예규)
2. 보안업무예규_0047 (보안업무예규)
3. 보안업무예규_0046 (보안업무예규)
4. 보안업무예규_0045 (보안업무예규)
5. 보안업무예규_0068 (보안업무예규)
6. 보안업무예규_0066 (보안업무예규)","보안업무예규_0043 (chunk_no=43)
보안업무예규_0044 (chunk_no=44)
보안업무예규_0045 (chunk_no=45)
보안업무예규_0046 (chunk_no=46)
보안업무예규_0047 (chunk_no=47)
보안업무예규_0048 (chunk_no=48)
보안업무예규_0067 (chunk_no=67)
보안업무예규_0068 (chunk_no=68)
보안업무예규_0069 (chunk_no=69)
보안업무예규_0065 (chunk_no=65)
보안업무예규_0066 (chunk_no=66)",3.296,9.689,12.986
공무상 비밀을 시설 밖으로 가져가야 할 때 어떤 절차가 필요한가요?,,"핵심: 공무상 비밀을 시설 밖으로 반출하려면 사전 승인이 필요합니다. 원칙적으로는 사장의 승인을 받아야 하나, 보안담당관의 전결로 처리할 수 있습니다. 절차요약: 1) 비밀·대외비 반출승인서(별지 제15호서식)를 비밀보관책임자에게 제출한다. 2) 비밀보관책임자는 보안담당관에게 승인요청을 하고, 반출 시 비밀과 승인서를 교환하여 반출한다. 3) 반출승인서에는 보안담당관(통제인)의 날인이 있어야 합니다. 참고: 민간시설을 이용해 비밀을 인쇄·제작·복제하는 등 반출이 수반되는 경우에는 보안업무 주관부서를 경유하여 제34조에서 정한 절차를 밟아야 합니다.",,보안업무예규_0092|보안업무예규_0093|보안업무예규_0094|보안업무예규_0134,"보안업무예규 제34조 [보안업무예규_0092]
보안업무예규 제49조 [보안업무예규_0134]","1. 보안업무예규_0092 (보안업무예규)
2. 보안업무예규_0134 (보안업무예규)
3. 공간정보보안업무예규_0071 (공간정보보안업무예규)
4. 보안업무예규_0094 (보안업무예규)
5. 공간정보보안업무예규_0070 (공간정보보안업무예규)
6. 보안업무예규_0036 (보안업무예규)","보안업무예규_0091 (chunk_no=91)
보안업무예규_0092 (chunk_no=92)
보안업무예규_0093 (chunk_no=93)
보안업무예규_0133 (chunk_no=133)
보안업무예규_0134 (chunk_no=134)
보안업무예규_0135 (chunk_no=135)
공간정보보안업무예규_0070 (chunk_no=70)
공간정보보안업무예규_0071 (chunk_no=71)
공간정보보안업무예규_0072 (chunk_no=72)
보안업무예규_0094 (chunk_no=94)
보안업무예규_0095 (chunk_no=95)
공간정보보안업무예규_0069 (chunk_no=69)
보안업무예규_0035 (chunk_no=35)
보안업무예규_0036 (chunk_no=36)
보안업무예규_0037 (chunk_no=37)",3.295,15.322,18.619
사옥의 방화진단과 방화훈련은 얼마나 자주 실시해야 하나요?,,"핵심: 사옥방호책임자는 분기별로 방화진단을 실시하고, 방화훈련은 연 1회 이상 실시하여야 합니다. 다만 세부사항(실시방법·일정 등)은 사장이 따로 정합니다.",,보안업무예규_0115|보안업무예규_0116,보안업무예규 제42조 [보안업무예규_0115],"1. 보안업무예규_0115 (보안업무예규)
2. 보안업무예규_0162 (보안업무예규)
3. 보안업무예규_0021 (보안업무예규)
4. 보안업무예규_0163 (보안업무예규)
5. 보안업무예규_0156 (보안업무예규)
6. 공간정보보안업무예규_0050 (공간정보보안업무예규)","보안업무예규_0114 (chunk_no=114)
보안업무예규_0115 (chunk_no=115)
보안업무예규_0116 (chunk_no=116)
보안업무예규_0161 (chunk_no=161)
보안업무예규_0162 (chunk_no=162)
보안업무예규_0163 (chunk_no=163)
보안업무예규_0020 (chunk_no=20)
보안업무예규_0021 (chunk_no=21)
보안업무예규_0022 (chunk_no=22)
보안업무예규_0164 (chunk_no=164)
보안업무예규_0155 (chunk_no=155)
보안업무예규_0156 (chunk_no=156)
보안업무예규_0157 (chunk_no=157)
공간정보보안업무예규_0049 (chunk_no=49)
공간정보보안업무예규_0050 (chunk_no=50)
공간정보보안업무예규_0051 (chunk_no=51)",3.39,5.749,9.142
비밀을 휴대하고 출장 중 보안사고가 발생하면 가장 먼저 어디에 신고해야 하나요?,,"핵심: 비밀을 휴대한 채 출장(또는 여행) 중 보안사고가 발생하면 먼저 경찰관서에 신고하여야 합니다. 그 후 지체 없이 사고의 일시·장소·내용을 가장 신속한 방법으로 보안담당관에게 보고해야 하며, 보안담당관은 필요한 조치를 취하고 자체조사를 실시합니다.",,보안업무예규_0167|보안업무예규_0168,보안업무예규 제56조 [보안업무예규_0167],"1. 보안업무예규_0167 (보안업무예규)
2. 공간정보보안업무예규_0071 (공간정보보안업무예규)
3. 보안업무예규_0166 (보안업무예규)
4. 보안업무예규_0064 (보안업무예규)
5. 복무규정_0024 (복무규정)
6. 보안업무예규_0150 (보안업무예규)","보안업무예규_0166 (chunk_no=166)
보안업무예규_0167 (chunk_no=167)
보안업무예규_0168 (chunk_no=168)
공간정보보안업무예규_0070 (chunk_no=70)
공간정보보안업무예규_0071 (chunk_no=71)
공간정보보안업무예규_0072 (chunk_no=72)
보안업무예규_0165 (chunk_no=165)
보안업무예규_0063 (chunk_no=63)
보안업무예규_0064 (chunk_no=64)
보안업무예규_0065 (chunk_no=65)
복무규정_0023 (chunk_no=23)
복무규정_0024 (chunk_no=24)
복무규정_0025 (chunk_no=25)
보안업무예규_0149 (chunk_no=149)
보안업무예규_0150 (chunk_no=150)
보안업무예규_0151 (chunk_no=151)",3.381,11.418,14.801
직원의 임용일자를 과거로 소급할 수 있나요?,,"핵심: 원칙적으로 임용일자를 소급할 수 없습니다. 다만 예외적으로 다음 경우에는 소급임용이 허용됩니다. 1) 사망한 경우로, 사망일을 임용일자로 하여 면직하거나 사망 전일을 임용일자로 추서하는 경우. 2) 형사사건으로 기소된 경우로, 그 기소된 날을 임용일자로 하여 직위해제하는 경우.",,인사규정_0026,인사규정 제10조 [인사규정_0026],"1. 인사규정_0026 (인사규정)
2. 인사규정_0071 (인사규정)
3. 인사규정_0059 (인사규정)
4. 인사규정_0062 (인사규정)
5. 인사규정_0040 (인사규정)
6. 인사규정_0097 (인사규정)","인사규정_0025 (chunk_no=25)
인사규정_0026 (chunk_no=26)
인사규정_0027 (chunk_no=27)
인사규정_0070 (chunk_no=70)
인사규정_0071 (chunk_no=71)
인사규정_0072 (chunk_no=72)
인사규정_0058 (chunk_no=58)
인사규정_0059 (chunk_no=59)
인사규정_0060 (chunk_no=60)
인사규정_0061 (chunk_no=61)
인사규정_0062 (chunk_no=62)
인사규정_0063 (chunk_no=63)
인사규정_0039 (chunk_no=39)
인사규정_0040 (chunk_no=40)
인사규정_0041 (chunk_no=41)
인사규정_0096 (chunk_no=96)
인사규정_0097 (chunk_no=97)
인사규정_0098 (chunk_no=98)",3.296,9.812,13.109
인사관리나 근로조건에 관한 고충은 어디에 심사를 요청할 수 있나요?,,인사관리나 근로조건에 관한 고충은 고충처리기관 또는 고충처리위원회에 청구할 수 있습니다. 또한 임용권자는 그 심사 결과에 따라 고충의 해소 등 공정한 처리를 위해 노력해야 합니다.,,인사규정_0113,인사규정 제47조 [인사규정_0113],"1. 인사규정_0113 (인사규정)
2. 인사규정_0131 (인사규정)
3. 인사규정_0114 (인사규정)
4. 인사규정_0132 (인사규정)
5. 인사규정_0119 (인사규정)
6. 인사규정_0040 (인사규정)","인사규정_0112 (chunk_no=112)
인사규정_0113 (chunk_no=113)
인사규정_0114 (chunk_no=114)
인사규정_0130 (chunk_no=130)
인사규정_0131 (chunk_no=131)
인사규정_0132 (chunk_no=132)
인사규정_0115 (chunk_no=115)
인사규정_0133 (chunk_no=133)
인사규정_0118 (chunk_no=118)
인사규정_0119 (chunk_no=119)
인사규정_0120 (chunk_no=120)
인사규정_0039 (chunk_no=39)
인사규정_0040 (chunk_no=40)
인사규정_0041 (chunk_no=41)",3.311,5.952,9.264
해고 사실을 30일 전에 예고하지 않으면 어떻게 되나요?,,"핵심: 해고를 예고하지 않은 경우 회사는 예고하지 않은 기간에 해당하는 30일분 이상의 통상임금을 지급해야 합니다. 다만 제38조에서 정한 예외에 해당하면 예고·지급 의무가 적용되지 않습니다. 예외로 규정된 경우는 (1) 천재지변 등으로 공사의 계속적 운영이 불가능한 경우, (4) 직원이 고의로 업무에 막대한 지장을 초래하거나 재산상 손해를 끼친 경우로서 고용노동부령이 정하는 사유에 해당하는 경우, (5) 계속 근로기간이 3개월 미만인 경우 등이 있습니다. (문서에는 2·3항은 삭제되어 있습니다.)",,인사규정_0087,인사규정 제38조 [인사규정_0087],"1. 인사규정_0087 (인사규정)
2. 인사규정_0083 (인사규정)
3. 승진임용규칙_0042 (승진임용규칙)
4. 여비규정_0027 (여비규정)
5. 인사규정_0026 (인사규정)
6. 인사규정_0146 (인사규정)","인사규정_0086 (chunk_no=86)
인사규정_0087 (chunk_no=87)
인사규정_0088 (chunk_no=88)
인사규정_0082 (chunk_no=82)
인사규정_0083 (chunk_no=83)
인사규정_0084 (chunk_no=84)
승진임용규칙_0041 (chunk_no=41)
승진임용규칙_0042 (chunk_no=42)
승진임용규칙_0043 (chunk_no=43)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)
여비규정_0028 (chunk_no=28)
인사규정_0025 (chunk_no=25)
인사규정_0026 (chunk_no=26)
인사규정_0027 (chunk_no=27)
인사규정_0145 (chunk_no=145)
인사규정_0146 (chunk_no=146)
인사규정_0147 (chunk_no=147)",3.306,7.72,11.028
육아휴직은 자녀 한 명당 얼마나 사용할 수 있나요?,,"제공된 문서만으로는 육아휴직을 자녀 1명당 얼마 동안 사용할 수 있는지 확인하기 어렵습니다. 다만 제공된 규정에는 다음과 같은 내용이 있습니다.

- 인사규정 제39조 제2항 제3호: 만 8세 이하 또는 초등학교 2학년 이하의 자녀를 양육하기 위하여 휴직을 명할 수 있음(인사규정_0090).
- 인사규정 제39조 제3항: 여성직원은 출산휴가와 육아휴직을 연계하여 동시에 신청할 수 있음(인사규정_0091).
- 인사규정 제39조 제4항: 제2항 제3호 사유로 인한 휴직명령은 본인이 원하면 분할하여 명할 수 있음(인사규정_0092).

구체적인 기간(예: 자녀 1인당 사용 가능 일수·개월)은 제공된 문서에 명시되어 있지 않으므로 인사팀에 문의하시거나 관련 내부규정(또는 근로기준법 등)을 확인하시기 바랍니다.",,인사규정_0090|인사규정_0091|인사규정_0092,인사규정 제39조 [인사규정_0090],"1. 인사규정_0091 (인사규정)
2. 복무규정_0054 (복무규정)
3. 복무규정_0055 (복무규정)
4. 인사규정_0090 (인사규정)
5. 복무규정_0057 (복무규정)
6. 복무규정_0045 (복무규정)","인사규정_0090 (chunk_no=90)
인사규정_0091 (chunk_no=91)
인사규정_0092 (chunk_no=92)
복무규정_0053 (chunk_no=53)
복무규정_0054 (chunk_no=54)
복무규정_0055 (chunk_no=55)
복무규정_0056 (chunk_no=56)
인사규정_0089 (chunk_no=89)
복무규정_0057 (chunk_no=57)
복무규정_0058 (chunk_no=58)
복무규정_0044 (chunk_no=44)
복무규정_0045 (chunk_no=45)
복무규정_0046 (chunk_no=46)",3.317,15.042,18.361
징계사유가 발생한 뒤 징계를 요구할 수 있는 기간은 얼마나 되나요?,,"핵심: 기본적으로 징계의결요구(징계 요구)는 징계사유가 발생한 날로부터 3년 이내에만 할 수 있습니다. 예외로 금품·향응 수수, 공금 횡령·유용, 채용비리의 경우에는 5년, 성폭력·성희롱·성매매의 경우에는 10년입니다. 또한 검찰·경찰 등 수사기관의 수사가 진행 중인 사건에 대해서는 수사개시 통보를 받은 날부터 징계절차를 진행하지 않을 수 있으며(중단) 이로 인해 절차를 진행하지 못한 경우에는 제시된 기간이 지났거나 남은 기간이 1개월 미만인 경우 수사종료 통보를 받은 날부터 1개월이 지난 날에 징계시효가 끝나는 것으로 봅니다. 아울러 법원에서 징계처분 무효 또는 취소 판결을 받아 절차상 흠이나 징계양정의 과다 등으로 판결이 확정된 경우에는 확정일로부터 3개월 이내에 다시 징계의결을 요구할 수 있습니다.",,인사규정_0146|인사규정_0147|인사규정_0145|인사규정_0148,"인사규정 제58조 [인사규정_0145]
인사규정 제59조 [인사규정_0146]","1. 인사규정_0146 (인사규정)
2. 인사규정_0147 (인사규정)
3. 인사규정_0148 (인사규정)
4. 인사규정_0121 (인사규정)
5. 인사규정_0120 (인사규정)
6. 인사규정_0130 (인사규정)","인사규정_0145 (chunk_no=145)
인사규정_0146 (chunk_no=146)
인사규정_0147 (chunk_no=147)
인사규정_0148 (chunk_no=148)
인사규정_0149 (chunk_no=149)
인사규정_0120 (chunk_no=120)
인사규정_0121 (chunk_no=121)
인사규정_0122 (chunk_no=122)
인사규정_0119 (chunk_no=119)
인사규정_0129 (chunk_no=129)
인사규정_0130 (chunk_no=130)
인사규정_0131 (chunk_no=131)",4.381,13.125,17.51
지각이나 조퇴가 쌓이면 연차에서 차감되나요?,,핵심: 지각·조퇴는 합산하여 누계 8시간이 될 경우 연차휴가 1일로 산정(차감)됩니다. 다만 비상재해·교통사고 등 본인의 책임에 속하지 않는 사유로 인정되는 경우에는 지각으로 보지 않습니다. 또한 지각이 상습적이거나 고의적이면 인사규정에 따라 징계될 수 있습니다.,,복무규정_0016|복무규정_0015,복무규정 제7조 [복무규정_0015],"1. 복무규정_0016 (복무규정)
2. 복무규정_0035 (복무규정)
3. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
4. 복무규정_0015 (복무규정)
5. 복무규정_0036 (복무규정)
6. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)","복무규정_0015 (chunk_no=15)
복무규정_0016 (chunk_no=16)
복무규정_0017 (chunk_no=17)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
복무규정_0014 (chunk_no=14)
복무규정_0037 (chunk_no=37)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)",3.609,7.967,11.579
병가를 며칠 이상 사용하면 진단서가 필요한가요?,,연간 병가 일수가 6일을 초과하는 경우에는 의사의 진단서를 제출해야 합니다.,,복무규정_0039,복무규정 제17조 [복무규정_0039],"1. 복무규정_0039 (복무규정)
2. 복무규정_0038 (복무규정)
3. 인사규정_0089 (인사규정)
4. 복무규정_0014 (복무규정)
5. 인사규정_0090 (인사규정)
6. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)","복무규정_0038 (chunk_no=38)
복무규정_0039 (chunk_no=39)
복무규정_0040 (chunk_no=40)
복무규정_0037 (chunk_no=37)
인사규정_0088 (chunk_no=88)
인사규정_0089 (chunk_no=89)
인사규정_0090 (chunk_no=90)
복무규정_0013 (chunk_no=13)
복무규정_0014 (chunk_no=14)
복무규정_0015 (chunk_no=15)
인사규정_0091 (chunk_no=91)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)",3.742,7.018,10.763
