질문,골든 답변,생성 답변,정답 chunk_id,LLM 사용 chunk_id,생성 답변 출처,Retriever Top-3,실제 LLM Context chunk,검색 시간(초),답변 생성 시간(초),질문 전체 시간(초)
공간정보 데이터베이스를 운영할 때 어떤 보호대책을 마련해야 하나요?,,공간정보 데이터베이스를 운영할 때는 다음과 같은 보호대책을 마련해야 합니다: 1. 보안관리 책임자 지정: 담당부서의 장 2. 데이터베이스 보관 시설에 대한 출입통제 등 외부로부터 위해 방지 3. 데이터베이스 복제본 관리대장 비치 4. 공간정보자료에 대한 접근 권한 구분 설정 5. 비공개 또는 공개가 제한되는 공간정보 자료목록 관리 및 무단 열람과 복제 여부 6. 해킹 등 불법접근 및 컴퓨터바이러스 예방대책 마련.,,공간정보보안업무예규_0019,공간정보보안업무예규 제10조 [공간정보보안업무예규_0019],"1. 공간정보보안업무예규_0018 (공간정보보안업무예규)
2. 공간정보보안업무예규_0019 (공간정보보안업무예규)
3. 공간정보보안업무예규_0020 (공간정보보안업무예규)
4. 공간정보보안업무예규_0022 (공간정보보안업무예규)
5. 공간정보보안업무예규_0021 (공간정보보안업무예규)","공간정보보안업무예규_0017 (chunk_no=17)
공간정보보안업무예규_0018 (chunk_no=18)
공간정보보안업무예규_0019 (chunk_no=19)
공간정보보안업무예규_0020 (chunk_no=20)
공간정보보안업무예규_0021 (chunk_no=21)
공간정보보안업무예규_0022 (chunk_no=22)
공간정보보안업무예규_0023 (chunk_no=23)",4.572,2.081,6.655
비공개 또는 공개제한 공간정보를 외주용역으로 처리하려면 사전에 무엇을 해야 하나요?,,"비공개 또는 공개가 제한되는 공간정보의 외주용역을 처리하려면, 다음의 보안대책을 마련한 후 공간정보 보안담당관의 사전검토를 받아야 합니다: 1. 계약서에 비밀 준수 및 공간정보 보호 의무와 위반 시 조치사항 명시, 2. 참여인원에 대한 신원확인, 서약집행 및 보안교육, 3. 작업장소를 통제구역 또는 제한구역으로 설정, 4. 용역종료 시 성과물과 제공된 각종 자료 회수, 5. 그 밖에 보안 관리를 위해 필요한 사항.",,공간정보보안업무예규_0025,공간정보보안업무예규 제13조 [공간정보보안업무예규_0025],"1. 공간정보보안업무예규_0025 (공간정보보안업무예규)
2. 공간정보보안업무예규_0026 (공간정보보안업무예규)
3. 공간정보보안업무예규_0035 (공간정보보안업무예규)
4. 공간정보보안업무예규_0027 (공간정보보안업무예규)
5. 공간정보보안업무예규_0036 (공간정보보안업무예규)","공간정보보안업무예규_0024 (chunk_no=24)
공간정보보안업무예규_0025 (chunk_no=25)
공간정보보안업무예규_0026 (chunk_no=26)
공간정보보안업무예규_0027 (chunk_no=27)
공간정보보안업무예규_0034 (chunk_no=34)
공간정보보안업무예규_0035 (chunk_no=35)
공간정보보안업무예규_0036 (chunk_no=36)
공간정보보안업무예규_0028 (chunk_no=28)
공간정보보안업무예규_0037 (chunk_no=37)",4.598,2.18,6.78
외국인에게 공간정보 관련 업무를 맡길 때 필요한 보안조치는 무엇인가요?,,"외국인에게 공간정보 관련 업무를 맡길 때 필요한 보안조치는 다음과 같습니다: 1. 신원 확인, 신상기록부 작성·유지, 보안교육 및 서약 집행, 2. 계약서에 기밀 누설·유출 시 해고 및 손해 배상 책임 명시, 3. 비공개 등 중요 공간정보 취급 및 보호구역 출입 차단 대책을 마련해야 합니다.",,공간정보보안업무예규_0032,공간정보보안업무예규 제16조 [공간정보보안업무예규_0032],"1. 공간정보보안업무예규_0032 (공간정보보안업무예규)
2. 공간정보보안업무예규_0033 (공간정보보안업무예규)
3. 공간정보보안업무예규_0025 (공간정보보안업무예규)
4. 공간정보보안업무예규_0027 (공간정보보안업무예규)
5. 공간정보보안업무예규_0035 (공간정보보안업무예규)","공간정보보안업무예규_0031 (chunk_no=31)
공간정보보안업무예규_0032 (chunk_no=32)
공간정보보안업무예규_0033 (chunk_no=33)
공간정보보안업무예규_0034 (chunk_no=34)
공간정보보안업무예규_0024 (chunk_no=24)
공간정보보안업무예규_0025 (chunk_no=25)
공간정보보안업무예규_0026 (chunk_no=26)
공간정보보안업무예규_0027 (chunk_no=27)
공간정보보안업무예규_0028 (chunk_no=28)
공간정보보안업무예규_0035 (chunk_no=35)
공간정보보안업무예규_0036 (chunk_no=36)",3.721,1.857,5.581
공간정보 보안교육은 얼마나 자주 실시해야 하나요?,,"공간정보 보안담당관은 연 1회 이상 보안 교육을 실시해야 하며, 필요 시 수시 교육도 실시할 수 있습니다.",,공간정보보안업무예규_0054|공간정보보안업무예규_0056,공간정보보안업무예규 제25조 [공간정보보안업무예규_0054],"1. 공간정보보안업무예규_0054 (공간정보보안업무예규)
2. 공간정보보안업무예규_0056 (공간정보보안업무예규)
3. 공간정보보안업무예규_0055 (공간정보보안업무예규)
4. 공간정보보안업무예규_0050 (공간정보보안업무예규)
5. 보안업무예규_0159 (보안업무예규)","공간정보보안업무예규_0053 (chunk_no=53)
공간정보보안업무예규_0054 (chunk_no=54)
공간정보보안업무예규_0055 (chunk_no=55)
공간정보보안업무예규_0056 (chunk_no=56)
공간정보보안업무예규_0057 (chunk_no=57)
공간정보보안업무예규_0049 (chunk_no=49)
공간정보보안업무예규_0050 (chunk_no=50)
공간정보보안업무예규_0051 (chunk_no=51)
보안업무예규_0158 (chunk_no=158)
보안업무예규_0159 (chunk_no=159)
보안업무예규_0160 (chunk_no=160)",4.6,1.682,6.284
공간정보 보안사고 조사가 진행 중일 때 사고 내용을 공개해도 되나요?,,공간정보 보안사고 조사가 진행 중일 때는 관련 내용을 공개하지 않아야 합니다.,,공간정보보안업무예규_0058,공간정보보안업무예규 제26조 [공간정보보안업무예규_0058],"1. 공간정보보안업무예규_0057 (공간정보보안업무예규)
2. 공간정보보안업무예규_0058 (공간정보보안업무예규)
3. 공간정보보안업무예규_0068 (공간정보보안업무예규)
4. 공간정보보안업무예규_0035 (공간정보보안업무예규)
5. 공간정보보안업무예규_0071 (공간정보보안업무예규)","공간정보보안업무예규_0056 (chunk_no=56)
공간정보보안업무예규_0057 (chunk_no=57)
공간정보보안업무예규_0058 (chunk_no=58)
공간정보보안업무예규_0059 (chunk_no=59)
공간정보보안업무예규_0067 (chunk_no=67)
공간정보보안업무예규_0068 (chunk_no=68)
공간정보보안업무예규_0069 (chunk_no=69)
공간정보보안업무예규_0034 (chunk_no=34)
공간정보보안업무예규_0035 (chunk_no=35)
공간정보보안업무예규_0036 (chunk_no=36)
공간정보보안업무예규_0070 (chunk_no=70)
공간정보보안업무예규_0071 (chunk_no=71)
공간정보보안업무예규_0072 (chunk_no=72)",4.571,1.151,5.724
"자격수당과 직무수당, 박사수당을 동시에 받을 수 있나요?",,"자격수당, 직무수당, 박사수당은 서로 중복 지급되지 않으며, 본인에게 유리한 하나의 수당만 지급됩니다.",,급여규정_0007,급여규정 제6조 [급여규정_0007],"1. 급여규정_0007 (급여규정)
2. 급여규정_0018 (급여규정)
3. 급여규정_0138 (급여규정)
4. 인사규정_0181 (인사규정)
5. 급여규정_0134 (급여규정)","급여규정_0006 (chunk_no=6)
급여규정_0007 (chunk_no=7)
급여규정_0008 (chunk_no=8)
급여규정_0017 (chunk_no=17)
급여규정_0018 (chunk_no=18)
급여규정_0019 (chunk_no=19)
급여규정_0137 (chunk_no=137)
급여규정_0138 (chunk_no=138)
급여규정_0139 (chunk_no=139)
인사규정_0180 (chunk_no=180)
인사규정_0181 (chunk_no=181)
인사규정_0182 (chunk_no=182)
급여규정_0133 (chunk_no=133)
급여규정_0134 (chunk_no=134)
급여규정_0135 (chunk_no=135)",3.877,1.021,4.901
5년 이상 근무한 직원이 그달에 15일 이상 근무하고 퇴직하면 해당 월 보수는 어떻게 지급되나요?,,"5년 이상 근무한 직원이 그달에 15일 이상 근무하고 퇴직한 경우, 해당 월분 전액이 지급됩니다.",,급여규정_0018,급여규정 제8조 [급여규정_0018],"1. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
2. 급여규정_0060 (급여규정)
3. 급여규정_0154 (급여규정)
4. 인사규정_0104 (인사규정)
5. 급여규정_0019 (급여규정)","연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
급여규정_0059 (chunk_no=59)
급여규정_0060 (chunk_no=60)
급여규정_0061 (chunk_no=61)
급여규정_0153 (chunk_no=153)
급여규정_0154 (chunk_no=154)
급여규정_0155 (chunk_no=155)
인사규정_0103 (chunk_no=103)
인사규정_0104 (chunk_no=104)
인사규정_0105 (chunk_no=105)
급여규정_0018 (chunk_no=18)
급여규정_0019 (chunk_no=19)
급여규정_0020 (chunk_no=20)",4.181,1.564,5.747
본직 외에 다른 직을 겸직하면 겸직에 대한 보수를 별도로 받을 수 있나요?,,본직 이외에 겸직한 경우에는 겸직에 대한 보수를 지급하지 않습니다.,,급여규정_0028,급여규정 제12조 [급여규정_0028],"1. 급여규정_0028 (급여규정)
2. 급여규정_0019 (급여규정)
3. 급여규정_0158 (급여규정)
4. 급여규정_0061 (급여규정)
5. 급여규정_0007 (급여규정)","급여규정_0027 (chunk_no=27)
급여규정_0028 (chunk_no=28)
급여규정_0029 (chunk_no=29)
급여규정_0018 (chunk_no=18)
급여규정_0019 (chunk_no=19)
급여규정_0020 (chunk_no=20)
급여규정_0157 (chunk_no=157)
급여규정_0158 (chunk_no=158)
급여규정_0159 (chunk_no=159)
급여규정_0060 (chunk_no=60)
급여규정_0061 (chunk_no=61)
급여규정_0062 (chunk_no=62)
급여규정_0006 (chunk_no=6)
급여규정_0007 (chunk_no=7)
급여규정_0008 (chunk_no=8)",3.844,0.904,4.75
퇴직했던 직원이 다시 임용되면 호봉은 어떻게 정하나요?,,퇴직한 직원이 재임용된 경우에는 퇴직당시의 호봉으로 정해집니다.,,급여규정_0035,급여규정 제16조 [급여규정_0035],"1. 급여규정_0033 (급여규정)
2. 인사규정_0071 (인사규정)
3. 급여규정_0019 (급여규정)
4. 급여규정_0035 (급여규정)
5. 인사규정_0040 (인사규정)","급여규정_0032 (chunk_no=32)
급여규정_0033 (chunk_no=33)
급여규정_0034 (chunk_no=34)
인사규정_0070 (chunk_no=70)
인사규정_0071 (chunk_no=71)
인사규정_0072 (chunk_no=72)
급여규정_0018 (chunk_no=18)
급여규정_0019 (chunk_no=19)
급여규정_0020 (chunk_no=20)
급여규정_0035 (chunk_no=35)
급여규정_0036 (chunk_no=36)
인사규정_0039 (chunk_no=39)
인사규정_0040 (chunk_no=40)
인사규정_0041 (chunk_no=41)",4.226,0.95,5.177
재직기간이 1년 미만인 직원도 퇴직금을 받을 수 있나요?,,재직기간이 1년 미만인 직원은 퇴직금을 지급받지 않습니다.,,급여규정_0073,급여규정 제34조 [급여규정_0073],"1. 급여규정_0074 (급여규정)
2. 급여규정_0073 (급여규정)
3. 급여규정_0072 (급여규정)
4. 급여규정_0154 (급여규정)
5. 급여규정_0148 (급여규정)","급여규정_0073 (chunk_no=73)
급여규정_0074 (chunk_no=74)
급여규정_0075 (chunk_no=75)
급여규정_0072 (chunk_no=72)
급여규정_0071 (chunk_no=71)
급여규정_0153 (chunk_no=153)
급여규정_0154 (chunk_no=154)
급여규정_0155 (chunk_no=155)
급여규정_0147 (chunk_no=147)
급여규정_0148 (chunk_no=148)
급여규정_0149 (chunk_no=149)",3.66,1.005,4.667
사이버·보안 진단의 날은 언제인가요?,,사이버·보안 진단의 날은 매월 세번째 수요일로 지정되어 있습니다.,,보안업무예규_0021,보안업무예규 제10조 [보안업무예규_0021],"1. 보안업무예규_0021 (보안업무예규)
2. 보안업무예규_0022 (보안업무예규)
3. 보안업무예규_0166 (보안업무예규)
4. 보안업무예규_0167 (보안업무예규)
5. 공간정보보안업무예규_0050 (공간정보보안업무예규)","보안업무예규_0020 (chunk_no=20)
보안업무예규_0021 (chunk_no=21)
보안업무예규_0022 (chunk_no=22)
보안업무예규_0023 (chunk_no=23)
보안업무예규_0165 (chunk_no=165)
보안업무예규_0166 (chunk_no=166)
보안업무예규_0167 (chunk_no=167)
보안업무예규_0168 (chunk_no=168)
공간정보보안업무예규_0049 (chunk_no=49)
공간정보보안업무예규_0050 (chunk_no=50)
공간정보보안업무예규_0051 (chunk_no=51)",3.353,0.885,4.239
비밀취급인가증을 분실했을 때 재발급을 받으려면 어떤 서류가 필요한가요?,,"비밀취급인가증을 분실했을 때 재발급을 받으려면 다음의 서류가 필요합니다: 1. 분실(또는 멸실)사유서, 2. 훼손한 경우에는 훼손된 인가증, 3. 사진 2매, 4. 비밀취급인가증 재발급 신청서(별지 제7호서식).",,보안업무예규_0044,보안업무예규 제18조 [보안업무예규_0044],"1. 보안업무예규_0044 (보안업무예규)
2. 보안업무예규_0047 (보안업무예규)
3. 보안업무예규_0046 (보안업무예규)
4. 보안업무예규_0045 (보안업무예규)
5. 보안업무예규_0068 (보안업무예규)","보안업무예규_0043 (chunk_no=43)
보안업무예규_0044 (chunk_no=44)
보안업무예규_0045 (chunk_no=45)
보안업무예규_0046 (chunk_no=46)
보안업무예규_0047 (chunk_no=47)
보안업무예규_0048 (chunk_no=48)
보안업무예규_0067 (chunk_no=67)
보안업무예규_0068 (chunk_no=68)
보안업무예규_0069 (chunk_no=69)",4.386,1.658,6.046
공무상 비밀을 시설 밖으로 가져가야 할 때 어떤 절차가 필요한가요?,,"공무상 비밀을 시설 밖으로 반출하려면 사전에 사장의 승인을 받아야 하며, 해당 기관의 보안담당관의 전결로 승인을 처리할 수 있습니다. 반출 시에는 비밀·대외비 반출승인서를 비밀보관 책임자에게 제출하고, 비밀과 교환하여 반출해야 합니다.",,보안업무예규_0092|보안업무예규_0093|보안업무예규_0094,보안업무예규 제34조 [보안업무예규_0092],"1. 보안업무예규_0092 (보안업무예규)
2. 보안업무예규_0134 (보안업무예규)
3. 공간정보보안업무예규_0071 (공간정보보안업무예규)
4. 보안업무예규_0094 (보안업무예규)
5. 공간정보보안업무예규_0070 (공간정보보안업무예규)","보안업무예규_0091 (chunk_no=91)
보안업무예규_0092 (chunk_no=92)
보안업무예규_0093 (chunk_no=93)
보안업무예규_0133 (chunk_no=133)
보안업무예규_0134 (chunk_no=134)
보안업무예규_0135 (chunk_no=135)
공간정보보안업무예규_0070 (chunk_no=70)
공간정보보안업무예규_0071 (chunk_no=71)
공간정보보안업무예규_0072 (chunk_no=72)
보안업무예규_0094 (chunk_no=94)
보안업무예규_0095 (chunk_no=95)
공간정보보안업무예규_0069 (chunk_no=69)",4.689,1.557,6.248
사옥의 방화진단과 방화훈련은 얼마나 자주 실시해야 하나요?,,"사옥방호책임자는 분기별로 방화진단을 실시하고, 연 1회 이상 방화훈련을 실시해야 합니다.",,보안업무예규_0115,보안업무예규 제42조 [보안업무예규_0115],"1. 보안업무예규_0115 (보안업무예규)
2. 보안업무예규_0162 (보안업무예규)
3. 보안업무예규_0021 (보안업무예규)
4. 보안업무예규_0163 (보안업무예규)
5. 보안업무예규_0156 (보안업무예규)","보안업무예규_0114 (chunk_no=114)
보안업무예규_0115 (chunk_no=115)
보안업무예규_0116 (chunk_no=116)
보안업무예규_0161 (chunk_no=161)
보안업무예규_0162 (chunk_no=162)
보안업무예규_0163 (chunk_no=163)
보안업무예규_0020 (chunk_no=20)
보안업무예규_0021 (chunk_no=21)
보안업무예규_0022 (chunk_no=22)
보안업무예규_0164 (chunk_no=164)
보안업무예규_0155 (chunk_no=155)
보안업무예규_0156 (chunk_no=156)
보안업무예규_0157 (chunk_no=157)",4.652,0.975,5.63
비밀을 휴대하고 출장 중 보안사고가 발생하면 가장 먼저 어디에 신고해야 하나요?,,"비밀을 휴대하고 출장 중 보안사고가 발생한 경우, 가장 먼저 경찰관서에 신고해야 합니다.",,보안업무예규_0167,보안업무예규 제56조 [보안업무예규_0167],"1. 보안업무예규_0167 (보안업무예규)
2. 공간정보보안업무예규_0071 (공간정보보안업무예규)
3. 보안업무예규_0166 (보안업무예규)
4. 보안업무예규_0064 (보안업무예규)
5. 복무규정_0024 (복무규정)","보안업무예규_0166 (chunk_no=166)
보안업무예규_0167 (chunk_no=167)
보안업무예규_0168 (chunk_no=168)
공간정보보안업무예규_0070 (chunk_no=70)
공간정보보안업무예규_0071 (chunk_no=71)
공간정보보안업무예규_0072 (chunk_no=72)
보안업무예규_0165 (chunk_no=165)
보안업무예규_0063 (chunk_no=63)
보안업무예규_0064 (chunk_no=64)
보안업무예규_0065 (chunk_no=65)
복무규정_0023 (chunk_no=23)
복무규정_0024 (chunk_no=24)
복무규정_0025 (chunk_no=25)",4.674,0.939,5.614
직원의 임용일자를 과거로 소급할 수 있나요?,,"직원의 임용일자는 원칙적으로 소급할 수 없습니다. 단, 사망이나 형사사건으로 기소된 경우와 같은 특정 상황에서는 소급임용이 가능합니다.",,인사규정_0026,인사규정 제10조 [인사규정_0026],"1. 인사규정_0026 (인사규정)
2. 인사규정_0071 (인사규정)
3. 인사규정_0059 (인사규정)
4. 인사규정_0062 (인사규정)
5. 인사규정_0040 (인사규정)","인사규정_0025 (chunk_no=25)
인사규정_0026 (chunk_no=26)
인사규정_0027 (chunk_no=27)
인사규정_0070 (chunk_no=70)
인사규정_0071 (chunk_no=71)
인사규정_0072 (chunk_no=72)
인사규정_0058 (chunk_no=58)
인사규정_0059 (chunk_no=59)
인사규정_0060 (chunk_no=60)
인사규정_0061 (chunk_no=61)
인사규정_0062 (chunk_no=62)
인사규정_0063 (chunk_no=63)
인사규정_0039 (chunk_no=39)
인사규정_0040 (chunk_no=40)
인사규정_0041 (chunk_no=41)",3.268,1.049,4.32
인사관리나 근로조건에 관한 고충은 어디에 심사를 요청할 수 있나요?,,인사관리나 근로조건에 관한 고충은 고충처리기관 또는 고충처리위원회에 심사를 요청할 수 있습니다.,,인사규정_0113,인사규정 제47조 [인사규정_0113],"1. 인사규정_0113 (인사규정)
2. 인사규정_0131 (인사규정)
3. 인사규정_0114 (인사규정)
4. 인사규정_0132 (인사규정)
5. 인사규정_0119 (인사규정)","인사규정_0112 (chunk_no=112)
인사규정_0113 (chunk_no=113)
인사규정_0114 (chunk_no=114)
인사규정_0130 (chunk_no=130)
인사규정_0131 (chunk_no=131)
인사규정_0132 (chunk_no=132)
인사규정_0115 (chunk_no=115)
인사규정_0133 (chunk_no=133)
인사규정_0118 (chunk_no=118)
인사규정_0119 (chunk_no=119)
인사규정_0120 (chunk_no=120)",3.24,1.332,4.574
해고 사실을 30일 전에 예고하지 않으면 어떻게 되나요?,,"직원을 해고하고자 할 때 30일 전에 예고하지 않으면, 30일분 이상의 통상임금을 지급해야 합니다. 다만, 특정한 경우에는 예고하지 않아도 됩니다.",,인사규정_0087,인사규정 제38조 [인사규정_0087],"1. 인사규정_0087 (인사규정)
2. 인사규정_0083 (인사규정)
3. 승진임용규칙_0042 (승진임용규칙)
4. 여비규정_0027 (여비규정)
5. 인사규정_0026 (인사규정)","인사규정_0086 (chunk_no=86)
인사규정_0087 (chunk_no=87)
인사규정_0088 (chunk_no=88)
인사규정_0082 (chunk_no=82)
인사규정_0083 (chunk_no=83)
인사규정_0084 (chunk_no=84)
승진임용규칙_0041 (chunk_no=41)
승진임용규칙_0042 (chunk_no=42)
승진임용규칙_0043 (chunk_no=43)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)
여비규정_0028 (chunk_no=28)
인사규정_0025 (chunk_no=25)
인사규정_0026 (chunk_no=26)
인사규정_0027 (chunk_no=27)",3.973,1.131,5.106
육아휴직은 자녀 한 명당 얼마나 사용할 수 있나요?,,제공된 문서만으로는 확인하기 어렵습니다.,,,,"1. 인사규정_0091 (인사규정)
2. 복무규정_0054 (복무규정)
3. 복무규정_0055 (복무규정)
4. 인사규정_0090 (인사규정)
5. 복무규정_0057 (복무규정)","인사규정_0090 (chunk_no=90)
인사규정_0091 (chunk_no=91)
인사규정_0092 (chunk_no=92)
복무규정_0053 (chunk_no=53)
복무규정_0054 (chunk_no=54)
복무규정_0055 (chunk_no=55)
복무규정_0056 (chunk_no=56)
인사규정_0089 (chunk_no=89)
복무규정_0057 (chunk_no=57)
복무규정_0058 (chunk_no=58)",4.112,0.859,4.973
징계사유가 발생한 뒤 징계를 요구할 수 있는 기간은 얼마나 되나요?,,"징계사유가 발생한 날로부터 3년 이내에 징계 의결을 요구할 수 있습니다. 단, 금품·향응 수수, 공금 횡령·유용, 채용비리의 경우에는 5년, 성폭력, 성희롱 및 성매매의 경우에는 10년으로 연장됩니다.",,인사규정_0146,인사규정 제59조 [인사규정_0146],"1. 인사규정_0146 (인사규정)
2. 인사규정_0147 (인사규정)
3. 인사규정_0148 (인사규정)
4. 인사규정_0121 (인사규정)
5. 인사규정_0120 (인사규정)","인사규정_0145 (chunk_no=145)
인사규정_0146 (chunk_no=146)
인사규정_0147 (chunk_no=147)
인사규정_0148 (chunk_no=148)
인사규정_0149 (chunk_no=149)
인사규정_0120 (chunk_no=120)
인사규정_0121 (chunk_no=121)
인사규정_0122 (chunk_no=122)
인사규정_0119 (chunk_no=119)",3.915,1.374,5.292
지각이나 조퇴가 쌓이면 연차에서 차감되나요?,,지각 및 조퇴는 연간 합산하여 누계 8시간이 될 경우 연차휴가 1일로 산정됩니다. 따라서 지각이나 조퇴가 쌓이면 연차에서 차감될 수 있습니다.,,복무규정_0016,복무규정 제7조 [복무규정_0016],"1. 복무규정_0016 (복무규정)
2. 복무규정_0035 (복무규정)
3. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
4. 복무규정_0015 (복무규정)
5. 복무규정_0036 (복무규정)","복무규정_0015 (chunk_no=15)
복무규정_0016 (chunk_no=16)
복무규정_0017 (chunk_no=17)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
복무규정_0014 (chunk_no=14)
복무규정_0037 (chunk_no=37)",4.178,1.278,5.459
병가를 며칠 이상 사용하면 진단서가 필요한가요?,,병가 일수가 연간 6일을 초과하는 경우에는 의사의 진단서를 붙여야 합니다.,,복무규정_0039,복무규정 제17조 [복무규정_0039],"1. 복무규정_0039 (복무규정)
2. 복무규정_0038 (복무규정)
3. 인사규정_0089 (인사규정)
4. 복무규정_0014 (복무규정)
5. 인사규정_0090 (인사규정)","복무규정_0038 (chunk_no=38)
복무규정_0039 (chunk_no=39)
복무규정_0040 (chunk_no=40)
복무규정_0037 (chunk_no=37)
인사규정_0088 (chunk_no=88)
인사규정_0089 (chunk_no=89)
인사규정_0090 (chunk_no=90)
복무규정_0013 (chunk_no=13)
복무규정_0014 (chunk_no=14)
복무규정_0015 (chunk_no=15)
인사규정_0091 (chunk_no=91)",3.753,1.011,4.767
승진하려면 교육훈련시간을 꼭 채워야 하나요?,,"승진에 필요한 교육훈련시간은 반드시 이수해야 합니다. 교육훈련시간은 '교육이수시간제 운영예규'로 정해지며, 사장이 정하는 소정의 과정을 이수한 직원이 대상입니다.",,승진임용규칙_0034|승진임용규칙_0035,승진임용규칙 제10조 [승진임용규칙_0034],"1. 승진임용규칙_0037 (승진임용규칙)
2. 승진임용규칙_0038 (승진임용규칙)
3. 승진임용규칙_0034 (승진임용규칙)
4. 승진임용규칙_0036 (승진임용규칙)
5. 승진임용규칙_0033 (승진임용규칙)","승진임용규칙_0036 (chunk_no=36)
승진임용규칙_0037 (chunk_no=37)
승진임용규칙_0038 (chunk_no=38)
승진임용규칙_0039 (chunk_no=39)
승진임용규칙_0033 (chunk_no=33)
승진임용규칙_0034 (chunk_no=34)
승진임용규칙_0035 (chunk_no=35)
승진임용규칙_0032 (chunk_no=32)",4.095,1.263,5.36
승진후보자 점수가 같으면 누가 우선순위가 되나요?,,"승진후보자 점수가 같을 경우, 우선순위는 다음과 같이 결정됩니다: 1. 역량평가점수 또는 근무성적평정점이 우수한 자, 2. 해당직급에서 장기 근무한 자.",,승진임용규칙_0052,승진임용규칙 제18조 [승진임용규칙_0052],"1. 승진임용규칙_0052 (승진임용규칙)
2. 승진임용규칙_0019 (승진임용규칙)
3. 승진임용규칙_0013 (승진임용규칙)
4. 인사규정_0044 (인사규정)
5. 인사규정_0043 (인사규정)","승진임용규칙_0051 (chunk_no=51)
승진임용규칙_0052 (chunk_no=52)
승진임용규칙_0053 (chunk_no=53)
승진임용규칙_0018 (chunk_no=18)
승진임용규칙_0019 (chunk_no=19)
승진임용규칙_0020 (chunk_no=20)
승진임용규칙_0012 (chunk_no=12)
승진임용규칙_0013 (chunk_no=13)
승진임용규칙_0014 (chunk_no=14)
인사규정_0043 (chunk_no=43)
인사규정_0044 (chunk_no=44)
인사규정_0045 (chunk_no=45)
인사규정_0042 (chunk_no=42)",3.721,1.391,5.115
출장을 다녀온 뒤 여비 정산은 언제까지 해야 하나요?,,출장자는 여행을 마친 날의 다음날부터 기산하여 1주일 이내에 운임과 숙박비의 세부 사용내용을 확인할 수 있는 증거서류를 갖추고 회계 관계 직원에게 운임과 숙박비 정산을 신청하여야 합니다.,,여비규정_0008,여비규정 제6조 [여비규정_0008],"1. 여비규정_0008 (여비규정)
2. 여비규정_0019 (여비규정)
3. 여비규정_0005 (여비규정)
4. 여비규정_0026 (여비규정)
5. 여비규정_0007 (여비규정)","여비규정_0007 (chunk_no=7)
여비규정_0008 (chunk_no=8)
여비규정_0009 (chunk_no=9)
여비규정_0018 (chunk_no=18)
여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0025 (chunk_no=25)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)",4.367,1.472,5.84
하루만 출장 가는 경우 출장비는 얼마인가요?,,"하루만 출장 가는 경우에는 20,000원이 지급됩니다. 다만, 현장업무 외의 사유로 공사차량 및 임차차량을 이용하는 경우에는 10,000원이 감액되어 지급됩니다.",,여비규정_0021,여비규정 제12조 [여비규정_0021],"1. 여비규정_0020 (여비규정)
2. 여비규정_0005 (여비규정)
3. 여비규정_0019 (여비규정)
4. 여비규정_0034 (여비규정)
5. 여비규정_0021 (여비규정)","여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0021 (chunk_no=21)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0018 (chunk_no=18)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0022 (chunk_no=22)",4.264,1.156,5.423
